title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
The Notebooks of Lazarus Long,Robert A. Heinlein,"January 1, 1978",4.08,3782,56,60,"Science Fiction, Fiction, Science Fiction Fantasy, Philosophy, Fantasy, Classics, Speculative Fiction"
Телеграмма,Konstantin Paustovsky,"January 1, 1946",4.32,290,Unknown,19,"Russia, Russian Literature, Classics, Short Stories"
SELF-DISCIPLINE: ACHIEVE YOUR GOALS AND GAIN SUCCESS IN LIFE THROUGH THE MASTERY OF SELF DISCIPLINE,Floyd Callahan,"March 27, 2018",3.67,3,39,1,
Popol Vuh: A Sacred Book of the Maya,Anonymous,"January 1, 1550",3.77,7831,88,709,"Mythology, History, Religion, Classics, Poetry, Nonfiction, Anthropology"
Airs Above the Ground,Mary  Stewart,"January 1, 1965",4.11,7721,261,560,"Mystery, Fiction, Romance, Romantic Suspense, Gothic, Suspense, Thriller"
Measure for Measure,William Shakespeare,"January 1, 1604",3.67,31676,278,1969,"Plays, Classics, Shakespeare, Drama, Fiction, Theatre, School"
Peter Simple,Frederick Marryat,"January 1, 1834",4.08,217,482,29,"Historical Fiction, Fiction, Classics, Nautical, Adventure, Audiobook, British Literature"
The Warlord of Mars,Edgar Rice Burroughs,"January 1, 1916",3.87,15732,6,749,"Science Fiction, Fantasy, Fiction, Classics, Adventure, Pulp, Science Fiction Fantasy"
Los funerales de la Mamá Grande,Gabriel García Márquez,"January 1, 1962",3.76,10813,160,657,"Short Stories, Fiction, Spanish Literature, Magical Realism, Classics, Nobel Prize, Latin American Literature"
The Moon-Spinners,Mary  Stewart,"January 1, 1962",4.06,10953,384,1011,"Mystery, Fiction, Romance, Suspense, Gothic, Romantic Suspense, Greece"
Norwegian Folktales,Peter Christen Asbjørnsen,"January 1, 1868",3.96,1014,192,107,"Fiction, Fantasy, Folklore, Short Stories, Mythology, Fairy Tales, Classics"
King of the Wind: The Story of the Godolphin Arabian,Marguerite Henry,"January 1, 1948",4.22,27966,176,1025,"Fiction, Horses, Historical Fiction, Childrens, Animals, Classics, Young Adult"
Pirates of Venus,Edgar Rice Burroughs,"January 1, 1935",3.69,1849,179,164,"Science Fiction, Fantasy, Fiction, Pulp, Adventure, Classics, Sword and Planet"
Hearts Anonymous,Jonathan  Dunne,"April 22, 2016",4.33,154,252,32,"Romance, Fiction, Fantasy, Mystery, Suspense, Young Adult, Time Travel"
How to save 4 Figures this Year: Life Changing Techniques that will save you Money,Kenneth Bellard,"March 12, 2016",4.20,5,20,0,
The Beloved Returns: Lotte in Weimar,Thomas Mann,"January 1, 1939",3.58,1496,453,142,"Fiction, Classics, German Literature, Germany, Literature, 20th Century, Historical Fiction"
The Ivy Tree,Mary  Stewart,"January 1, 1961",3.98,7450,400,707,"Mystery, Fiction, Romance, Gothic, Suspense, Romantic Suspense, Historical Fiction"
Jerusalén,Selma Lagerlöf,"October 1, 2005",4.04,2158,469,168,"Classics, Fiction, Swedish Literature, Sweden, Nobel Prize, Historical Fiction, Religion"
The Moon Maid,Edgar Rice Burroughs,"January 1, 1923",3.65,928,378,91,"Science Fiction, Fantasy, Fiction, Adventure, Pulp, Sword and Planet, Classics"
The Gods of Mars,Edgar Rice Burroughs,"May 7, 1913",3.89,20572,190,1132,"Science Fiction, Fantasy, Fiction, Classics, Adventure, Pulp, Audiobook"
Te retrouver,Fabio Volo,"October 22, 2013",3.45,1223,363,74,Fiction
"A Simpler Guide to Gmail: An unofficial user guide to setting up and using Gmail, Inbox and Google Calendar",Ceri Clark,"December 14, 2014",3.38,16,270,0,
Chocky,John Wyndham,"January 1, 1968",3.87,12219,154,1062,"Science Fiction, Fiction, Classics, Audiobook, Fantasy, Young Adult, Science Fiction Fantasy"
Seven Gothic Tales,Isak Dinesen,"April 1, 1934",3.86,3792,420,371,"Short Stories, Fiction, Gothic, Classics, Horror, Danish, Literature"
Don't Hire a Software Developer Until You Read this Book: The software survival guide for tech startups & entrepreneurs,K.N. Kukoyi,"December 2, 2016",4.11,79,388,11,"Business, Entrepreneurship, Startup, Technology, Audiobook, Software"
The Troll Garden,Willa Cather,"January 1, 1905",3.78,416,151,61,"Short Stories, Fiction, Classics, Literature, American, Literary Fiction"
The Tale of Jemima Puddle-Duck,Beatrix Potter,"January 1, 1908",4.05,14175,64,453,"Childrens, Picture Books, Classics, Fiction, Animals, Fantasy, Short Stories"
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"January 1, 1997",4.04,61208,320,1746,"Business, Nonfiction, Entrepreneurship, Management, Leadership, Technology, Startup"
The Land That Time Forgot Collection,Edgar Rice Burroughs,"January 1, 1918",3.89,8172,434,272,"Science Fiction, Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy, Dinosaurs"
How To Keep your Girlfriend Happy - Keep your Relationship to the level You Desire,Lalit Kumar Singh,"September 14, 2017",4.00,3,20,0,
Lassie Come-Home,Eric Knight,"January 1, 1940",4.19,23874,248,500,"Classics, Fiction, Animals, Childrens, Dogs, Adventure, Middle Grade"
Seven Little Australians,Ethel Turner,"January 1, 1894",3.89,4871,152,304,"Classics, Australia, Fiction, Childrens, Historical Fiction, Young Adult, 19th Century"
The White Company,Arthur Conan Doyle,"January 1, 1891",3.89,4875,416,395,"Historical Fiction, Classics, Fiction, Adventure, Historical, Fantasy, Medieval"
The Wonderful Adventures of Nils,Selma Lagerlöf,"January 1, 1906",4.04,12941,219,755,"Classics, Fiction, Fantasy, Childrens, Adventure, Nobel Prize, Swedish Literature"
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"January 22, 2002",4.02,31598,211,977,"Business, Nonfiction, Entrepreneurship, Startup, Management, Buisness, Technology"
The Tavern Knight,Rafael Sabatini,"January 1, 1904",3.50,337,286,42,"Historical Fiction, Adventure, Fiction, Classics, Romance, Historical, British Literature"
Llana of Gathol,Edgar Rice Burroughs,"January 1, 1941",3.79,2819,192,101,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Sword and Planet"
God Damn It! Smith!,Mastho Vamsee,"March 4, 2018",3.63,8,191,2,
Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Mary Rowlandson,"January 1, 1682",2.88,3723,36,413,"Nonfiction, Classics, History, School, Biography, Memoir, Biography Memoir"
Vathek,William Beckford,"January 1, 1786",3.23,7491,123,738,"Gothic, Classics, Horror, Fiction, Fantasy, 18th Century, Literature"
The Midwich Cuckoos,John Wyndham,"January 1, 1957",3.90,29690,220,2351,"Science Fiction, Horror, Fiction, Classics, Fantasy, Audiobook, Science Fiction Fantasy"
Claudine Married,Colette,"January 1, 1902",3.69,730,176,77,"Fiction, Classics, France, LGBT, Lesbian, Romance, Queer"
Swords of Mars,Edgar Rice Burroughs,"January 1, 1935",3.84,3662,191,129,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Sword and Planet"
Ofendra,Earl T. Roske,"January 26, 2018",4.75,4,ebook,1,
Bel-Ami,Guy de Maupassant,"January 1, 1885",3.86,49865,347,2746,"Classics, Fiction, France, French Literature, 19th Century, Literature, Romance"
Power and Influence,John P. Kotter,"January 1, 1985",3.91,142,240,10,"Leadership, Business, Self Help, Psychology, Business Leadership"
The Winter of Our Discontent,John Steinbeck,"January 1, 1961",4.01,54770,291,3747,"Classics, Fiction, Literature, American, Novels, Book Club, Literary Fiction"
Summary & Study Guide Au Bonheur Des Dames (The Ladies' Delight) by Emile Zola,BookRags,"November 15, 2010",4.13,96,65,7,Classics
Platero y yo,Juan Ramón Jiménez,"January 1, 1914",3.85,11131,192,914,"Poetry, Classics, Fiction, Spanish Literature, Nobel Prize, Spain, Literature"
The Master Mind of Mars,Edgar Rice Burroughs,"January 1, 1927",3.85,5215,160,184,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Sword and Planet"
Co. Aytch: A Confederate Memoir of the Civil War,Sam R. Watkins,"January 1, 1882",4.16,4224,256,279,"Civil War, History, Nonfiction, Memoir, American Civil War, American History, Biography"
Breadcrumbs: Bite Sized Musings on Leadership and Life,Matthew DiGeronimo,"March 20, 2018",3.67,9,280,2,
The Time Traveler's Wife,Audrey Niffenegger,"September 1, 2003",4.00,1865454,537,57411,"Fiction, Romance, Fantasy, Time Travel, Science Fiction, Book Club, Contemporary"
The Shiralee,D'Arcy Niland,"January 1, 1955",4.05,1108,208,112,"Australia, Fiction, Classics, 20th Century, Book Club, Historical Fiction, Historical"
"The Innocents Abroad, Or, the New Pilgrims' Progress",Mark Twain,"February 1, 1869",3.84,14999,560,1388,"Travel, Classics, Nonfiction, Humor, History, Literature, Memoir"
Historia Calamitatum: The Story of my misfortunes,Pierre Abélard,"January 1, 1135",3.60,623,96,70,"History, Philosophy, Nonfiction, Medieval, Biography, Classics, Religion"
My Father's Glory and My Mother's Castle: Memories of Childhood,Marcel Pagnol,"January 1, 1957",4.27,1141,342,128,"France, Memoir, Biography, Classics, Nonfiction, French Literature, Biography Memoir"
The Beasts of Tarzan,Edgar Rice Burroughs,"January 1, 1914",3.78,6584,240,386,"Fiction, Adventure, Fantasy, Classics, Pulp, Action, Science Fiction"
The Unsettling of America: Culture and Agriculture,Wendell Berry,"January 1, 1977",4.33,6792,246,788,"Nonfiction, Agriculture, History, Food, Nature, Environment, Philosophy"
The Sparrow Conspiracy: Roamer,J.W. Lockwood,"January 17, 2018",5.00,4,177,1,
Un amore,Dino Buzzati,"March 1, 1963",3.83,7342,262,689,"Fiction, Italian Literature, Classics, Italy, Romance, Literature, 20th Century"
Storm Boy,Colin Thiele,"January 1, 1963",4.03,3439,62,229,"Australia, Fiction, Childrens, Classics, Young Adult, Animals, Audiobook"
Pensées,Blaise Pascal,"January 1, 1670",3.94,14546,334,794,"Philosophy, Classics, Nonfiction, Religion, Theology, France, Christianity"
Sounder,William H. Armstrong,"October 8, 1969",3.97,31567,116,1536,"Fiction, Historical Fiction, Classics, Young Adult, Childrens, Animals, Middle Grade"
Le Château de ma mère,Marcel Pagnol,"January 1, 1957",4.15,5914,221,212,"France, Classics, Fiction, Roman, French Literature, Adult, Literature"
The Potted Quiz: Volume Eight,Andy    Rose,"March 22, 2018",4.86,7,274,3,
La Gloire de mon père,Marcel Pagnol,"January 1, 1957",4.02,11190,216,472,"France, Classics, Fiction, French Literature, Roman, Novels, Literature"
Payback,Eve Rabi,"May 7, 2013",3.71,3413,155,239,"Romance, Dark, Abuse, Suspense, Contemporary Romance, Erotica, Fiction"
The Story of King Arthur and His Knights,Howard Pyle,"November 1, 1903",3.96,10270,416,702,"Classics, Fantasy, Fiction, Historical Fiction, Arthurian, Mythology, Adventure"
My Side of the Mountain,Jean Craighead George,"January 1, 1959",4.10,86190,177,5244,"Fiction, Young Adult, Classics, Childrens, Adventure, Middle Grade, Survival"
Dance Dance Dance,Haruki Murakami,"October 13, 1988",4.04,100886,500,6542,"Fiction, Japan, Japanese Literature, Magical Realism, Fantasy, Contemporary, Literature"
The Home and the World,Rabindranath Tagore,"January 1, 1916",3.83,6110,213,597,"Fiction, Classics, India, Indian Literature, Historical Fiction, Literature, Asia"
"Gabriela, clavo y canela",Jorge Amado,"January 1, 1958",4.15,9809,325,838,"Fiction, Brazil, Classics, Romance, Historical Fiction, Portuguese Literature, Latin American"
Shibumi,Trevanian,"January 1, 1979",4.17,19867,486,1437,"Fiction, Thriller, Mystery, Espionage, Japan, Mystery Thriller, Adventure"
Five Weeks in a Balloon,Jules Verne,"January 31, 1863",3.75,26212,432,1028,"Classics, Fiction, Adventure, Science Fiction, France, Fantasy, French Literature"
My Moody Pup: ambKids Academy Learning Tools Read-Understanding Emotions,Jade Smith,"March 12, 2018",4.20,5,34,0,
The Cop and the Anthem - play,Mark Bucci,"March 27, 1904",3.92,686,9,71,"Short Stories, Classics, Fiction, Humor, School, Audiobook, Comedy"
Gitanjali,Rabindranath Tagore,"January 1, 1910",4.29,11940,80,1034,"Poetry, Classics, India, Fiction, Indian Literature, Philosophy, Nobel Prize"
La regenta,Leopoldo Alas,"January 1, 1884",4.03,6047,1024,492,"Classics, Fiction, Spanish Literature, Spain, 19th Century, Literature, Romance"
The Golden Apples of the Sun,Ray Bradbury,"March 19, 1953",4.05,10760,338,708,"Science Fiction, Short Stories, Fiction, Fantasy, Classics, Horror, Science Fiction Fantasy"
Synthetic Men of Mars,Edgar Rice Burroughs,"January 1, 1939",3.80,3319,160,119,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Sword and Planet"
Extreme Operational Excellence: Applying the US Nuclear Submarine Culture to Your Organization,Matt Digeronimo,"August 31, 2016",4.38,63,314,5,"Nonfiction, Business"
The Beautiful and Damned,F. Scott Fitzgerald,"March 1, 1922",3.73,65858,422,4824,"Classics, Fiction, Literature, Romance, American, Novels, Historical Fiction"
A Country Doctor,Franz Kafka,"January 1, 1918",3.68,7924,92,676,"Short Stories, Classics, Fiction, German Literature, Literature, Philosophy, Horror"
The Temple: The Poetry of George Herbert,George Herbert,"January 1, 1633",4.16,675,212,71,"Poetry, Classics, Christian, Religion, Christianity, British Literature, Literature"
The Complete Poems,Ben Jonson,"January 1, 1925",3.84,513,640,15,"Poetry, Classics, Renaissance, Fiction, 17th Century, British Literature, Literature"
Miss Pettigrew Lives for a Day,Winifred Watson,"January 1, 1938",3.98,18826,234,2813,"Fiction, Classics, Historical Fiction, Humor, Romance, Book Club, Audiobook"
The Secrets of Harry Bright,Joseph Wambaugh,"January 1, 1985",3.80,1175,307,55,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Novels, American"
Rubaiyat,Omar Khayyám,"January 1, 1120",4.17,23232,212,2363,"Poetry, Classics, Philosophy, Fiction, Literature, Iran, Middle East"
Misericordia,Benito Pérez Galdós,"January 1, 1897",3.87,2733,318,269,"Fiction, Classics, Spanish Literature, Spain, 19th Century, Literature, Novels"
Spanish Pocket Puzzles - The Basics - Volume 1: A collection of puzzles and quizzes to aid your language learning (Pocket Languages),Erik Zidowecki,"April 21, 2016",5.00,1,181,0,
Vergogna,J.M. Coetzee,"January 1, 1999",3.86,118611,234,9700,"Fiction, Africa, South Africa, Classics, Literature, Novels, Literary Fiction"
Ragged Dick,Horatio Alger Jr.,"January 1, 1868",3.33,3011,120,397,"Fiction, Classics, School, Young Adult, Historical Fiction, 19th Century, Childrens"
Lines and Shadows,Joseph Wambaugh,"February 1, 1984",3.80,1054,417,63,"True Crime, Nonfiction, Crime, Mystery, Police, The United States Of America, American"
Family Matters,Rohinton Mistry,"January 1, 2002",4.03,24722,434,1322,"Fiction, India, Indian Literature, Canada, Asia, Contemporary, Literary Fiction"
Pellucidar,Edgar Rice Burroughs,"January 1, 1915",3.79,2731,167,163,"Science Fiction, Fantasy, Adventure, Fiction, Classics, Pulp, Science Fiction Fantasy"
How To Eat Clean And Lose Weight Fast Naturally And Permanently: A Complete Guide To Clean Eating,Rouya Shamsai,"January 26, 2017",4.80,5,68,3,
Mother,Maxim Gorky,"January 1, 1906",3.97,19323,285,1628,"Fiction, Classics, Russia, Russian Literature, Novels, Literature, Historical Fiction"
The Midwife's Apprentice,Karen Cushman,"January 1, 1995",3.73,43561,128,2273,"Historical Fiction, Young Adult, Fiction, Middle Grade, Childrens, Historical, Medieval"
The Black Marble,Joseph Wambaugh,"January 1, 1978",3.81,1561,416,90,"Fiction, Mystery, Crime, Thriller, Mystery Thriller, Ebooks, Detective"
The Glass Palace,Amitav Ghosh,"January 1, 2000",4.00,28299,486,2221,"Fiction, Historical Fiction, India, Asia, Historical, Indian Literature, Literary Fiction"
Ashenden,W. Somerset Maugham,"January 1, 1927",3.86,4173,326,473,"Fiction, Classics, Short Stories, Espionage, Mystery, Literature, World War I"
A Fighting Man of Mars,Edgar Rice Burroughs,"April 1, 1930",3.86,4150,239,169,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Sword and Planet"
"Your Energy Works: taking back control of your mental,emotional and physical well being",Richard Joseph Tierney,"September 30, 2018",4.80,5,331,0,
Purgatory: Manuscript Materials Including the Author's Final Text,W.B. Yeats,"March 1, 1986",3.59,68,240,5,"Plays, Classics, Drama, Theatre, Irish Literature"
