title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Little Black Book of Stories,A.S. Byatt,"January 1, 2003",3.79,2834,257,373,"Short Stories, Fiction, Fantasy, Horror, Gothic, Literary Fiction, British Literature"
Mélusine,Sarah Monette,"June 27, 2005",3.67,4569,477,495,"Fantasy, Fiction, LGBT, M M Romance, Queer, Romance, Magic"
Divided Kingdom,Rupert Thomson,"January 1, 2005",3.54,1477,352,133,"Fiction, Dystopia, Science Fiction, Fantasy, British Literature, Speculative Fiction, Novels"
Shadows Over Baker Street,Michael Reaves,"January 1, 2003",4.09,4702,438,249,"Horror, Mystery, Fantasy, Short Stories, Fiction, Lovecraftian, Anthologies"
The Sex Lives of Siamese Twins,Irvine Welsh,"May 1, 2014",3.66,5593,468,480,"Fiction, Thriller, Contemporary, Mystery, Dark, Audiobook, Adult Fiction"
The Memory Keeper's Daughter,Kim Edwards,"June 23, 2005",3.70,613031,401,21359,"Fiction, Book Club, Contemporary, Historical Fiction, Adult Fiction, Adult, Drama"
Dearly Devoted Dexter,Jeff Lindsay,"March 15, 2005",3.87,56697,292,3080,"Fiction, Mystery, Thriller, Crime, Horror, Audiobook, Suspense"
The Collected Ghost Stories of E.F. Benson,Edward Frederic Benson,"January 1, 1992",4.12,1637,672,125,"Horror, Short Stories, Fiction, Ghost Stories, Gothic, Ghosts, Classics"
The Color Purple,Alice Walker,"June 1, 1982",4.28,760218,295,32255,"Classics, Fiction, Historical Fiction, Feminism, LGBT, Historical, Queer"
The Dharma Bums,Jack Kerouac,"January 1, 1958",3.93,102416,244,4678,"Fiction, Classics, Literature, Novels, Travel, Philosophy, American"
Sharp Teeth,Toby Barlow,"January 1, 2007",3.87,4857,312,934,"Poetry, Horror, Fantasy, Fiction, Werewolves, Urban Fantasy, Paranormal"
Childhood’s End,Arthur C. Clarke,"January 1, 1953",4.12,175380,224,8770,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Audiobook, Dystopia, Aliens"
UnWholly,Neal Shusterman,"August 28, 2012",4.24,68086,416,5865,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Thriller"
Atonement,Ian McEwan,"September 20, 2001",3.95,568838,351,27555,"Fiction, Historical Fiction, Classics, Romance, Historical, Book Club, War"
Prozac Nation,Elizabeth Wurtzel,"January 1, 1994",3.64,64183,368,2690,"Nonfiction, Memoir, Psychology, Mental Health, Mental Illness, Biography, Biography Memoir"
The Graveyard Book,Neil Gaiman,"September 30, 2008",4.15,568063,312,42371,"Fantasy, Young Adult, Fiction, Horror, Middle Grade, Paranormal, Audiobook"
Jesus’ Son,Denis Johnson,"January 1, 1992",4.12,41770,160,3800,"Short Stories, Fiction, Contemporary, Literature, Literary Fiction, American, Classics"
Ghosts and Other Aberrations,David Hayes,"August 11, 2018",4.60,20,253,2,
Sula,Toni Morrison,"January 1, 1973",4.06,127991,174,12282,"Fiction, Classics, Historical Fiction, Literary Fiction, African American, Book Club, Novels"
Bone Crossed,Patricia Briggs,"January 26, 2010",4.33,116676,292,3919,"Urban Fantasy, Fantasy, Paranormal, Vampires, Romance, Werewolves, Paranormal Romance"
Shame,Salman Rushdie,"September 8, 1983",3.87,13199,287,818,"Fiction, Magical Realism, India, Literature, Historical Fiction, Pakistan, Novels"
The Wall,Marlen Haushofer,"January 1, 1963",4.00,38328,240,5845,"Fiction, Science Fiction, Classics, Dystopia, German Literature, Book Club, Literary Fiction"
Notes of a Dirty Old Man,Charles Bukowski,"January 1, 1969",3.91,26248,204,907,"Fiction, Short Stories, Poetry, Classics, Literature, Essays, American"
A Question of Sanity,Katherine Black,"April 20, 2016",4.21,118,377,30,"Horror, Thriller"
"Red as Blood, or Tales from the Sisters Grimmer",Tanith Lee,"January 1, 1983",4.04,2766,208,217,"Fantasy, Short Stories, Fairy Tales, Fiction, Horror, Retellings, Anthologies"
