title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
The Joy Luck Club,Amy Tan,"January 1, 1989",3.97,712204,288,15901,"Fiction, Historical Fiction, Classics, China, Contemporary, Book Club, Historical"
James and the Giant Peach,Roald Dahl,"November 1, 1961",4.04,519912,176,10183,"Childrens, Fantasy, Fiction, Classics, Young Adult, Middle Grade, Adventure"
Narrative of the Life of Frederick Douglass,Frederick Douglass,"January 1, 1845",4.13,136422,158,7924,"Nonfiction, History, Classics, Biography, Memoir, School, Autobiography"
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,"July 8, 1999",4.58,4903036,547,104658,"Fantasy, Fiction, Young Adult, Harry Potter, Magic, Audiobook, Childrens"
Harry Potter and the Chamber of Secrets,J.K. Rowling,"July 2, 1998",4.43,4545980,352,99195,"Fantasy, Fiction, Young Adult, Harry Potter, Magic, Audiobook, Childrens"
Breakfast of Champions,Kurt Vonnegut Jr.,"July 12, 1973",4.06,281751,303,11953,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, Satire"
The Neverending Story,Michael Ende,"September 1, 1979",4.18,222955,396,11454,"Fantasy, Classics, Fiction, Young Adult, Childrens, Adventure, German Literature"
Native Son,Richard Wright,"January 1, 1940",4.04,105285,504,5764,"Fiction, Classics, Historical Fiction, African American, Race, Literature, Banned Books"
Atonement,Ian McEwan,"September 20, 2001",3.95,567791,351,27407,"Fiction, Historical Fiction, Classics, Romance, Historical, Book Club, War"
Something Wicked This Way Comes,Ray Bradbury,"September 17, 1962",3.89,155488,293,13353,"Horror, Fantasy, Fiction, Classics, Science Fiction, Book Club, Halloween"
Foundation,Isaac Asimov,"August 30, 1951",4.17,601909,244,20170,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Fantasy, Audiobook, Space Opera"
Love in the Time of Cholera,Gabriel García Márquez,"November 1, 1985",3.94,551089,348,32183,"Fiction, Classics, Historical Fiction, Romance, Magical Realism, Literature, Book Club"
A Streetcar Named Desire,Tennessee Williams,"January 1, 1947",3.98,336744,107,9443,"Plays, Classics, Fiction, Drama, School, Theatre, Read For School"
The Communist Manifesto,Karl Marx,"February 21, 1848",3.69,201579,288,13791,"Philosophy, Nonfiction, Politics, Classics, History, Economics, Sociology"
The Phantom Tollbooth,Norton Juster,"January 1, 1961",4.20,308725,256,15143,"Fantasy, Fiction, Classics, Childrens, Young Adult, Middle Grade, Adventure"
The Silmarillion,J.R.R. Tolkien,"September 15, 1977",4.04,339950,386,16589,"Fantasy, Fiction, Classics, High Fantasy, Epic Fantasy, Science Fiction Fantasy, Mythology"
Ender’s Game,Orson Scott Card,"January 15, 1985",4.31,1482303,324,54191,"Science Fiction, Fiction, Young Adult, Fantasy, Classics, Science Fiction Fantasy, Dystopia"
The Sorrows of Young Werther,Johann Wolfgang von Goethe,"January 1, 1774",3.70,157723,149,11775,"Classics, Fiction, German Literature, Literature, Romance, Germany, School"
The Martian Chronicles,Ray Bradbury,"May 4, 1950",4.16,288117,182,13397,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook"
The Perks of Being a Wallflower,Stephen Chbosky,"February 1, 1999",4.24,2021080,213,109890,"Young Adult, Fiction, Contemporary, Classics, Coming Of Age, Romance, Mental Health"
Bridge to Terabithia,Katherine Paterson,"October 21, 1977",4.06,594197,190,19145,"Fiction, Young Adult, Classics, Fantasy, Childrens, Middle Grade, Realistic Fiction"
The Iliad,Homer,"January 1, 801",3.93,515724,614,17271,"Classics, Poetry, Fiction, Mythology, Literature, Fantasy, Greek Mythology"
The Tenant of Wildfell Hall,Anne Brontë,"June 1, 1848",4.04,133338,576,10229,"Classics, Fiction, Romance, Gothic, Historical Fiction, 19th Century, Victorian"
Tuck Everlasting,Natalie Babbitt,"January 1, 1975",3.91,297747,148,13806,"Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School"
Anthem,Ayn Rand,"May 1, 1938",3.61,168087,105,12744,"Fiction, Classics, Dystopia, Philosophy, Science Fiction, School, Literature"
The Swiss Family Robinson,Johann David Wyss,"January 1, 1812",3.91,110328,345,3369,"Classics, Fiction, Adventure, Childrens, Young Adult, Historical Fiction, Literature"
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"November 1, 1962",3.98,126286,182,7227,"Fiction, Classics, Russia, Historical Fiction, Russian Literature, Literature, Novels"
The Godfather,Mario Puzo,"March 10, 1969",4.40,468802,428,15698,"Fiction, Classics, Crime, Thriller, Historical Fiction, Mystery, Novels"
Little House on the Prairie,Laura Ingalls Wilder,"January 1, 1935",4.21,303121,335,6363,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade"
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson,"January 5, 1886",3.91,147048,224,4740,"Classics, Horror, Fiction, Gothic, Science Fiction, Mystery, Short Stories"
"Faust, First Part",Johann Wolfgang von Goethe,"January 1, 1808",3.83,86765,327,2747,"Classics, Fiction, Plays, Poetry, German Literature, Drama, Literature"
The Prophet,Kahlil Gibran,"January 1, 1923",4.23,331810,127,17355,"Poetry, Classics, Philosophy, Fiction, Spirituality, Religion, Literature"
Anne of Windy Poplars,L.M. Montgomery,"June 28, 1936",4.01,111955,288,6202,"Classics, Fiction, Young Adult, Historical Fiction, Childrens, Romance, Historical"
Life of Pi,Yann Martel,"September 11, 2001",3.94,1763190,460,57520,"Fiction, Fantasy, Classics, Book Club, Adventure, Contemporary, Magical Realism"
The Once and Future King,T.H. White,"January 1, 1958",4.07,119586,639,6039,"Fantasy, Classics, Fiction, Historical Fiction, Arthurian, Mythology, Young Adult"
Little House in the Big Woods,Laura Ingalls Wilder,"January 1, 1932",4.21,287411,224,9303,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade"
The Wonderful Wizard of Oz,L. Frank Baum,"May 17, 1900",4.00,516382,154,21643,"Classics, Fantasy, Fiction, Childrens, Young Adult, Audiobook, Adventure"
Leaves of Grass,Walt Whitman,"July 4, 1855",4.11,117255,624,4402,"Poetry, Classics, Fiction, Literature, American, 19th Century, Philosophy"
I Capture the Castle,Dodie Smith,"January 1, 1948",3.98,116345,408,12219,"Classics, Fiction, Young Adult, Historical Fiction, Romance, Book Club, Coming Of Age"
The Secret History,Donna Tartt,"September 16, 1992",4.15,1055422,559,127035,"Fiction, Dark Academia, Mystery, Classics, Thriller, Contemporary, Literary Fiction"
White Nights,Fyodor Dostoyevsky,"January 1, 1848",4.07,372959,82,52631,"Classics, Fiction, Romance, Russian Literature, Short Stories, Russia, Literature"
Pygmalion,George Bernard Shaw,"October 16, 1913",3.88,110442,82,4161,"Classics, Plays, Fiction, Drama, Theatre, School, Literature"
Where the Sidewalk Ends,Shel Silverstein,"January 1, 1974",4.35,1518658,176,13300,"Poetry, Childrens, Classics, Fiction, Humor, Young Adult, Picture Books"
The Velveteen Rabbit,Margery Williams Bianco,"January 1, 1922",4.31,274256,40,5640,"Classics, Childrens, Fiction, Picture Books, Fantasy, Animals, Young Adult"
Prince Caspian,C.S. Lewis,"October 15, 1951",3.98,489556,240,15408,"Fantasy, Classics, Fiction, Young Adult, Childrens, Middle Grade, Christian"
"Moby-Dick or, The Whale",Herman Melville,"October 18, 1851",3.57,621023,720,28395,"Classics, Fiction, Literature, Adventure, Historical Fiction, Novels, Audiobook"
The Silver Chair,C.S. Lewis,"September 7, 1953",3.96,334032,243,11293,"Fantasy, Fiction, Classics, Young Adult, Childrens, Christian, Adventure"
The Last Battle,C.S. Lewis,"September 4, 1956",4.01,308688,288,13277,"Fantasy, Fiction, Classics, Young Adult, Childrens, Christian, Middle Grade"
Steppenwolf,Hermann Hesse,"January 1, 1927",4.13,218537,256,11176,"Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany"
The Scarlet Letter,Nathaniel Hawthorne,"March 16, 1850",3.44,926539,279,24194,"Classics, Fiction, Historical Fiction, School, Literature, High School, Historical"
Cannery Row,John Steinbeck,"January 1, 1943",4.06,156434,181,9652,"Classics, Fiction, Literature, Historical Fiction, American, Novels, Book Club"
Matilda,Roald Dahl,"September 28, 1988",4.34,1121962,240,26981,"Fiction, Childrens, Classics, Fantasy, Middle Grade, Young Adult, Audiobook"
The Color Purple,Alice Walker,"June 1, 1982",4.28,758758,287,32109,"Classics, Fiction, Historical Fiction, Feminism, LGBT, Historical, Queer"
In Cold Blood,Truman Capote,"January 17, 1966",4.09,737430,343,29540,"Nonfiction, Classics, True Crime, Crime, Mystery, History, Book Club"
I Know Why the Caged Bird Sings,Maya Angelou,"January 1, 1969",4.30,586660,289,19776,"Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism"
The Time Machine,H.G. Wells,"January 1, 1895",3.89,569937,118,19802,"Classics, Science Fiction, Fiction, Time Travel, Fantasy, Dystopia, Audiobook"
The Jungle Book,Rudyard Kipling,"January 1, 1894",3.89,133711,277,5545,"Classics, Fiction, Childrens, Fantasy, Adventure, Short Stories, Animals"
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"January 1, 1886",3.83,674362,139,30195,"Classics, Horror, Fiction, Gothic, Mystery, Science Fiction, Fantasy"
Fathers and Sons,Ivan Turgenev,"February 1, 1862",4.00,102662,244,5581,"Classics, Fiction, Russia, Russian Literature, Literature, 19th Century, Novels"
Atlas Shrugged,Ayn Rand,"October 10, 1957",3.69,408581,1168,21657,"Fiction, Classics, Philosophy, Politics, Literature, Science Fiction, Novels"
The Magician’s Nephew,C.S. Lewis,"May 2, 1955",4.06,613860,221,26649,"Fantasy, Classics, Fiction, Young Adult, Childrens, Middle Grade, Christian"
