title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Complicity,Iain Banks,"January 1, 1993",3.92,13888,313,539,"Fiction, Thriller, Crime, Mystery, Contemporary, Scotland, Novels"
Murderer's Sky,P.D.  Allen,"July 9, 2012",3.95,21,305,5,"Horror, Dystopia"
James Every - La Caduta di Saalbard,Gianmario Mattei,"October 24, 2015",5.00,8,390,3,
The Mermaids Singing,Val McDermid,"December 31, 1995",3.95,27851,402,1770,"Mystery, Crime, Thriller, Fiction, Mystery Thriller, Audiobook, Suspense"
Bad Elephant Far Stream,Samuel Hawley,"October 28, 2013",4.49,84,263,47,"Animals, Historical Fiction, Fiction"
Blindsight,Peter Watts,"October 3, 2006",4.00,55786,384,5742,"Science Fiction, Fiction, Horror, Vampires, Fantasy, Audiobook, Aliens"
A Murder of Crows,DeAnna Knippling,"October 23, 2014",3.92,74,258,28,"Short Stories, Fantasy, Horror, Paranormal"
The Ministry of Pain,Dubravka Ugrešić,"January 1, 2004",3.82,2627,254,375,"Fiction, Contemporary, Historical Fiction, Politics, Literary Fiction, Novels, 21st Century"
The Elephant Tree,R.D. Ronald,"August 23, 2010",3.92,43305,252,506,"Thriller, Mystery, Fiction, Contemporary, Crime, Mystery Thriller, Book Club"
Precarious Infatuations,Anthony Hulse,"March 27, 2015",3.76,1296,242,3,
Ασημένια θάλασσα,Panos Tserolas,"October 10, 2015",4.09,34,360,4,
The Pit and the Pendulum,Edgar Allan Poe,"January 1, 1842",4.14,72893,64,1855,"Classics, Horror, Short Stories, Fiction, Gothic, Mystery, Literature"
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"June 7, 2016",3.66,18804,262,2081,"Nonfiction, Philosophy, Essays, History, Audiobook, Science, Psychology"
"Alone With the Horrors: The Great Short Fiction, 1961-1991",Ramsey Campbell,"January 1, 1993",3.95,1481,448,99,"Horror, Short Stories, Fiction, Weird Fiction, Collections, Anthologies, Fantasy"
The Incarnations,Susan  Barker,"July 3, 2014",3.77,5797,384,975,"Fiction, Historical Fiction, Fantasy, China, Magical Realism, Historical, Book Club"
The Good Girl,Mary Kubica,"July 29, 2014",3.80,285973,352,20736,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Book Club, Suspense"
High Moor,Graeme Reynolds,"November 16, 2011",4.14,1791,354,258,"Horror, Werewolves, Fantasy, Fiction, Paranormal, Mystery, Ebooks"
Fingersmith,Sarah Waters,"October 1, 2002",4.02,120363,592,9801,"Historical Fiction, Fiction, LGBT, Historical, Romance, Queer, Mystery"
The Elric Saga Part I,Michael Moorcock,"January 1, 1984",4.09,4783,374,172,"Fantasy, Fiction, Science Fiction Fantasy, Sword and Sorcery, Epic Fantasy, Dark Fantasy, Science Fiction"
The Other Side,Faraaz Kazi,"January 1, 2013",3.56,416,320,79,"Horror, Paranormal, Short Stories, Fiction, Thriller, Indian Literature, Supernatural"
The Glass Books of the Dream Eaters,Gordon Dahlquist,"August 1, 2006",3.50,5584,760,744,"Fantasy, Steampunk, Fiction, Mystery, Science Fiction, Historical Fiction, Adventure"
A Drop of Scarlet,Jemiah Jefferson,"January 2, 2007",3.78,112,368,11,"Horror, Vampires, Novels"
Kassandra and the Wolf,Margarita Karapanou,"January 1, 1976",3.67,1594,192,236,"Fiction, Greece, Classics, Horror, Novella, Novels, Literary Fiction"
Scent of the Dragon,Anthony Hulse,"August 4, 2014",4.61,96,242,8,
The Thirteen Hallows,Michael  Scott,"December 1, 2011",3.35,2990,352,464,"Fantasy, Fiction, Horror, Urban Fantasy, Thriller, Paranormal, Mystery"
La machine à assassiner,Gaston Leroux,"January 1, 1923",3.45,128,215,13,"Horror, Fantasy"
Letters to the Damned,Austin Crawley,"January 1, 2016",3.36,22,Paperback,9,Horror
The Tell-Tale Heart,Edgar Allan Poe,"January 1, 1843",4.24,127203,31,6887,"Classics, Short Stories, Horror, Fiction, Gothic, School, Poetry"
Woman on the Edge of Time,Marge Piercy,"May 1, 1976",3.91,19031,376,1583,"Fiction, Science Fiction, Feminism, Time Travel, Dystopia, Fantasy, Science Fiction Fantasy"
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"January 1, 1987",4.28,329393,403,12370,"Fiction, Historical Fiction, Classics, LGBT, Queer, Book Club, Historical"
The Etched City,K.J. Bishop,"January 1, 2003",3.67,2884,382,306,"Fantasy, Fiction, New Weird, Weird Fiction, Steampunk, Science Fiction, Science Fiction Fantasy"
Drawing Blood,Poppy Z. Brite,"January 1, 1993",4.03,11115,416,545,"Horror, Fiction, Fantasy, LGBT, Vampires, Queer, Paranormal"
The Diving Pool: Three Novellas,Yōko Ogawa,"January 1, 1988",3.67,9767,164,1436,"Short Stories, Fiction, Japan, Japanese Literature, Horror, Contemporary, Asia"
Beside the Sea,Véronique Olmi,"March 28, 2001",3.84,1218,121,266,"Fiction, France, Literary Fiction, Contemporary, Novella, French Literature, Mental Health"
The Cruise,Anthony Hulse,"June 25, 2012",4.07,153,242,14,"Horror, Fiction, Mystery"
The Swarm,Frank Schätzing,"February 17, 2004",4.10,31362,881,2016,"Science Fiction, Fiction, Thriller, Horror, German Literature, Fantasy, Audiobook"
All Families are Psychotic,Douglas Coupland,"September 15, 2001",3.70,14739,288,695,"Fiction, Canada, Contemporary, Humor, Novels, Literary Fiction, Literature"
Ecstasy,Irvine Welsh,"January 1, 1996",3.61,11682,352,426,"Fiction, Short Stories, Contemporary, Drugs, Scotland, Novels, British Literature"
The Glass Bead Game,Hermann Hesse,"January 1, 1943",4.10,42964,558,2698,"Fiction, Classics, Philosophy, Literature, German Literature, Novels, Science Fiction"
I Want My Hat Back,Jon Klassen,"September 27, 2011",4.35,36167,40,4326,"Picture Books, Childrens, Animals, Humor, Fiction, Storytime, Fantasy"
Insanity Never Sleeps,Anthony Hulse,"January 12, 2012",4.35,116,288,7,"Thriller, Mystery Thriller"
L'Assommoir,Émile Zola,"January 1, 1876",4.08,19748,480,1166,"Classics, Fiction, France, French Literature, 19th Century, Literature, Historical Fiction"
Mockingbird,Chuck Wendig,"January 1, 2012",4.09,4343,400,569,"Urban Fantasy, Fantasy, Horror, Fiction, Paranormal, Thriller, Mystery"
The Mysterious Stranger,Mark Twain,"January 1, 1916",4.12,11839,122,1064,"Fiction, Classics, Fantasy, Short Stories, Literature, American, Philosophy"
Flashback,Dan Simmons,"July 1, 2011",3.29,4991,554,828,"Science Fiction, Fiction, Thriller, Mystery, Dystopia, Horror, Post Apocalyptic"
The Obedient Assassin: A Novel Based on a True Story,John P. Davidson,"December 14, 2013",3.68,104,320,16,"Historical Fiction, Historical, Fiction, Spain, Russia, Thriller"
The Dead Zone,Stephen  King,"August 30, 1979",3.97,249087,402,8840,"Horror, Fiction, Thriller, Fantasy, Science Fiction, Paranormal, Audiobook"
Fallen,Lauren Kate,"December 8, 2009",3.72,620781,464,23158,"Fantasy, Young Adult, Romance, Paranormal, Angels, Paranormal Romance, Fiction"
Forever and Ever,Anthony Hulse,"January 30, 2012",4.07,114,280,7,"Horror, Fantasy, Paranormal, Fiction"
Pork,Cris Freddi,"January 1, 1981",4.12,162,220,20,"Fiction, Short Stories, Fantasy, Animals"
Sandcastle and Other Stories: The Complete Edition,Justin Bog,"May 1, 2012",4.36,137,274,66,"Short Stories, Fiction, Anthologies"
The House of the Scorpion,Nancy Farmer,"January 1, 2002",4.08,97211,380,7677,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Teen, School"
La Bâtarde,Violette Leduc,"September 25, 1964",4.09,1110,488,127,"Fiction, France, Queer, LGBT, Classics, French Literature, Literature"
The Bird's Nest,Shirley Jackson,"January 1, 1954",3.73,8245,276,993,"Horror, Fiction, Classics, Gothic, Psychology, Mental Health, Thriller"
Hebzucht,Elfriede Jelinek,"September 12, 2000",3.37,553,389,70,"Fiction, Nobel Prize, Mystery, Literature, German Literature, Literary Fiction, Novels"
The Shunned House,H.P. Lovecraft,"January 1, 1937",3.50,6648,48,584,"Horror, Short Stories, Classics, Fiction, Fantasy, Lovecraftian, Gothic"
Postmortem,Patricia Daniels Cornwell,"January 9, 1990",4.03,261612,342,5199,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Audiobook"
The Devil of Nanking,Mo Hayder,"January 1, 2004",3.97,15716,368,1485,"Horror, Thriller, Fiction, Mystery, Historical Fiction, Crime, Japan"
The House of the Seven Gables,Nathaniel Hawthorne,"January 1, 1851",3.44,43380,225,3390,"Classics, Fiction, Gothic, Literature, Historical Fiction, Horror, American"
Logan's Run,William F. Nolan,"January 1, 1967",3.64,13079,149,934,"Science Fiction, Dystopia, Fiction, Classics, Post Apocalyptic, Science Fiction Fantasy, Fantasy"
The Atrocity Archives,Charles Stross,"January 1, 2004",3.89,27580,345,2269,"Science Fiction, Fantasy, Horror, Fiction, Urban Fantasy, Audiobook, Humor"
De uitgeslotenen,Elfriede Jelinek,"January 1, 1980",3.79,1778,253,225,"Fiction, Literature, German Literature, Nobel Prize, Novels, Literary Fiction, Classics"
Winter's Bone,Daniel Woodrell,"January 1, 2006",3.88,42534,224,4501,"Fiction, Mystery, Contemporary, Crime, Book Club, Thriller, Audiobook"
The Black Cat,Edgar Allan Poe,"January 1, 1843",4.03,58475,24,4854,"Classics, Horror, Short Stories, Fiction, Gothic, Mystery, School"
Cosmic Banditos,Allan C. Weisbecker,"January 1, 1986",4.06,2622,224,217,"Fiction, Humor, Science Fiction, Comedy, Adventure, Novels, Audiobook"
The Windup Girl,Paolo Bacigalupi,"September 1, 2009",3.75,78603,359,7389,"Science Fiction, Fiction, Dystopia, Steampunk, Fantasy, Cyberpunk, Post Apocalyptic"
Lust,Elfriede Jelinek,"January 1, 1989",3.32,2078,207,252,"Fiction, Nobel Prize, Feminism, German Literature, Novels, Literature, Contemporary"
The Italian,Ann Radcliffe,"January 1, 1796",3.53,6280,544,515,"Classics, Gothic, Fiction, Horror, Romance, 18th Century, Historical Fiction"
Haunted: Tales of the Grotesque,Joyce Carol Oates,"February 1, 1994",3.70,1827,320,156,"Horror, Short Stories, Fiction, Gothic, Anthologies, Horror Thriller, Short Story Collection"
Berserker,Fred Saberhagen,"January 1, 1967",3.86,7735,256,182,"Science Fiction, Fiction, Space Opera, Short Stories, Fantasy, Science Fiction Fantasy, Military Science Fiction"
The Martian Chronicles,Ray Bradbury,"May 4, 1950",4.16,288668,182,13447,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook"
The Legend of Sleepy Hollow,Washington Irving,"January 1, 1820",3.77,156235,108,8955,"Classics, Horror, Fiction, Short Stories, Fantasy, Gothic, Audiobook"
Purge,Sofi Oksanen,"January 1, 2008",3.92,21183,390,1702,"Fiction, Historical Fiction, Finnish Literature, Historical, Contemporary, Novels, Scandinavian Literature"
Dermaphoria,Craig Clevenger,"January 1, 2005",3.77,3367,214,227,"Fiction, Mystery, Crime, Noir, Novels, Thriller, Literature"
Genocide of One,Kazuaki Takano,"January 1, 2011",4.01,2333,506,333,"Thriller, Science Fiction, Fiction, Japanese Literature, Audiobook, Japan, Mystery"
The Book of Lost Things,John Connolly,"November 7, 2006",3.96,86299,310,9936,"Fantasy, Fiction, Young Adult, Horror, Fairy Tales, Books About Books, Book Club"
Complete Ghost Stories,Charles Dickens,"January 1, 1866",3.73,2906,329,242,"Classics, Horror, Short Stories, Fiction, Gothic, Ghost Stories, Fantasy"
Medea,Euripides,"January 1, 432",3.96,88748,59,4815,"Classics, Plays, Drama, Mythology, Fiction, School, Theatre"
Ship Breaker,Paolo Bacigalupi,"May 1, 2010",3.75,45028,326,4713,"Young Adult, Science Fiction, Dystopia, Fiction, Adventure, Fantasy, Post Apocalyptic"
