title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
We,Yevgeny Zamyatin,"January 1, 1924",3.88,114589,256,9781,"Fiction, Science Fiction, Classics, Dystopia, Russia, Russian Literature, Literature"
The War of the Worlds,H.G. Wells,"January 1, 1898",3.83,353248,192,15808,"Classics, Science Fiction, Fiction, Fantasy, Audiobook, Horror, Science Fiction Fantasy"
The Turn of the Screw,Henry James,"January 1, 1898",3.38,182645,121,17266,"Classics, Horror, Fiction, Gothic, Mystery, Audiobook, Literature"
2001: A Space Odyssey,Arthur C. Clarke,"April 28, 1968",4.18,338638,297,10268,"Science Fiction, Fiction, Classics, Audiobook, Space, Science Fiction Fantasy, Fantasy"
Light in August,William Faulkner,"March 12, 1932",3.94,67164,507,3885,"Classics, Fiction, Literature, Novels, American, Southern Gothic, 20th Century"
Breakfast at Tiffany’s and Three Stories,Truman Capote,"October 28, 1958",3.85,253292,142,14516,"Classics, Fiction, Short Stories, Romance, Book Club, Literature, American"
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"July 7, 1971",4.06,381758,204,12169,"Fiction, Classics, Humor, Journalism, Drugs, Novels, Literature"
The Pearl,John Steinbeck,"January 1, 1947",3.57,276783,96,16782,"Classics, Fiction, Literature, School, Historical Fiction, American, Novels"
Junky,William S. Burroughs,"April 15, 1953",3.84,72096,166,3198,"Fiction, Classics, Drugs, Literature, Novels, American, Addiction"
Mary Poppins,P.L. Travers,"January 1, 1934",4.00,141589,209,7653,"Classics, Fantasy, Childrens, Fiction, Audiobook, Middle Grade, Young Adult"
For Whom the Bell Tolls,Ernest Hemingway,"October 1, 1940",3.99,321071,471,11180,"Classics, Fiction, Historical Fiction, Literature, War, Novels, American"
The Waste Land and Other Poems,T.S. Eliot,"January 1, 1922",4.22,74291,88,1987,"Poetry, Classics, Fiction, Literature, 20th Century, American, School"
Death on the Nile,Agatha Christie,"November 1, 1937",4.12,311478,352,21955,"Mystery, Agatha Christie, Fiction, Classics, Crime, Mystery Thriller, Audiobook"
Angels,Denis Johnson,"January 1, 1977",3.99,6119,209,650,"Fiction, Novels, Literature, Crime, Literary Fiction, American, Contemporary"
The Cider House Rules,John Irving,"May 10, 1985",4.17,197072,1064,5989,"Fiction, Classics, Historical Fiction, Literary Fiction, Literature, Novels, Contemporary"
King Solomon's Mines,H. Rider Haggard,"September 1, 1885",3.79,53018,264,2995,"Classics, Fiction, Adventure, Fantasy, Historical Fiction, Africa, Literature"
The Death of Bunny Munro,Nick Cave,"September 1, 2009",3.44,17893,288,1430,"Fiction, Contemporary, Thriller, Music, Novels, Literature, Australia"
The Death of Ivan Ilych,Leo Tolstoy,"January 1, 1886",4.14,232497,86,20747,"Classics, Fiction, Russia, Russian Literature, Philosophy, Literature, Short Stories"
The Witch of Blackbird Pond,Elizabeth George Speare,"January 1, 1958",4.03,161004,256,8235,"Historical Fiction, Young Adult, Fiction, Classics, Historical, Childrens, Middle Grade"
The Name of the Rose,Umberto Eco,"September 1, 1980",4.14,398831,552,15922,"Fiction, Historical Fiction, Mystery, Classics, Historical, Literature, Italy"
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,"June 28, 2005",3.85,28594,245,1359,"Nonfiction, Music, Memoir, Pop Culture, Humor, Essays, Travel"
Clown Girl,Monica Drake,"January 1, 2006",3.49,5441,297,379,"Fiction, Contemporary, Humor, Thriller, Dark, Novels, Mystery"
The Silmarillion,J.R.R. Tolkien,"September 15, 1977",4.04,340240,386,16615,"Fantasy, Fiction, Classics, High Fantasy, Epic Fantasy, Science Fiction Fantasy, Mythology"
11/22/63,Stephen  King,"November 8, 2011",4.35,671262,849,63820,"Fiction, Historical Fiction, Science Fiction, Time Travel, Horror, Fantasy, Thriller"
The Red Badge of Courage,Stephen Crane,"January 1, 1894",3.30,110698,149,4995,"Classics, Fiction, Historical Fiction, War, Civil War, Literature, Historical"
Narcopolis,Jeet Thayil,"January 31, 2012",3.44,7962,292,919,"Fiction, India, Indian Literature, Historical Fiction, Asia, Novels, Literary Fiction"
Goodnight Moon,Margaret Wise Brown,"September 3, 1947",4.32,396927,32,7814,"Childrens, Picture Books, Classics, Fiction, Poetry, Kids, Animals"
Christy,Catherine Marshall,"June 1, 1967",4.25,57375,558,2562,"Historical Fiction, Fiction, Classics, Christian Fiction, Christian, Romance, Historical"
The Blade Artist,Irvine Welsh,"April 7, 2016",3.83,8298,448,540,"Fiction, Thriller, Crime, Mystery, Contemporary, Scotland, Drama"
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"April 28, 1985",4.15,227624,351,25439,"Fiction, Historical Fiction, Westerns, Classics, Horror, Literature, Novels"
Diary,Chuck Palahniuk,"August 26, 2003",3.65,81238,262,3037,"Fiction, Horror, Contemporary, Thriller, Mystery, Novels, American"
Ubik,Philip K. Dick,"May 1, 1969",4.11,124779,288,7920,"Science Fiction, Fiction, Classics, Novels, Mystery, Science Fiction Fantasy, Audiobook"
The 120 Days of Sodom,Marquis de Sade,"January 1, 1785",3.06,15134,376,1798,"Fiction, Classics, Horror, Erotica, France, Philosophy, French Literature"
The Red Tent,Anita Diamant,"January 1, 1997",4.21,635289,324,23995,"Historical Fiction, Fiction, Book Club, Historical, Religion, Feminism, Adult"
Death of a Salesman,Arthur Miller,"January 1, 1949",3.59,261461,144,9989,"Classics, Plays, Fiction, Drama, School, Theatre, Literature"
The Voyage of the Dawn Treader,C.S. Lewis,"September 15, 1952",4.09,511775,248,14029,"Fantasy, Classics, Fiction, Young Adult, Childrens, Adventure, Christian"
Island,Aldous Huxley,"January 1, 1962",3.85,36394,354,2689,"Fiction, Classics, Science Fiction, Philosophy, Dystopia, Literature, Novels"
The Information,Martin Amis,"January 1, 1995",3.60,6552,384,442,"Fiction, Novels, Literature, British Literature, Literary Fiction, Contemporary, 20th Century"
The Drowned World,J.G. Ballard,"June 30, 1962",3.47,20964,198,1849,"Science Fiction, Fiction, Dystopia, Post Apocalyptic, Classics, Fantasy, Novels"
The Road,Cormac McCarthy,"January 1, 2006",4.00,1052726,241,74455,"Fiction, Science Fiction, Dystopia, Classics, Horror, Post Apocalyptic, Book Club"
The House of the Seven Gables,Nathaniel Hawthorne,"January 1, 1851",3.45,43329,225,3383,"Classics, Fiction, Gothic, Literature, Historical Fiction, Horror, American"
Silas Marner,George Eliot,"April 1, 1861",3.70,94494,262,5834,"Classics, Fiction, Literature, Historical Fiction, 19th Century, Victorian, Novels"
A Portrait of the Artist as a Young Man,James Joyce,"December 16, 1916",3.64,165528,329,9478,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century"
Hairspray and Lighter,J. Jupes,"November 1, 2018",4.48,248,229,9,"Novels, Contemporary, Book Club, Fiction, Drama"
The Jungle Book,Rudyard Kipling,"January 1, 1894",3.89,133771,277,5553,"Classics, Fiction, Childrens, Fantasy, Adventure, Short Stories, Animals"
Doctor Faustus,Thomas Mann,"January 1, 1947",4.08,14106,535,1041,"Fiction, Classics, German Literature, Literature, Germany, Music, Novels"
The Return of the Native,Thomas Hardy,"January 1, 1878",3.88,40690,426,2255,"Classics, Fiction, Literature, 19th Century, Victorian, Audiobook, Novels"
The Rules of Attraction,Bret Easton Ellis,"September 1, 1987",3.72,52166,283,2745,"Fiction, Contemporary, Dark Academia, Novels, LGBT, Literary Fiction, American"
The Mayor of Casterbridge,Thomas Hardy,"January 1, 1886",3.87,66507,393,3592,"Classics, Fiction, Literature, 19th Century, Victorian, Historical Fiction, Novels"
The Informers,Bret Easton Ellis,"July 26, 1994",3.40,20074,240,884,"Fiction, Short Stories, Bret Easton Ellis, Contemporary, American, Thriller, Literature"
"The History of Tom Jones, a Foundling",Henry Fielding,"February 28, 1749",3.75,34439,975,1489,"Classics, Fiction, Literature, 18th Century, Humor, Novels, British Literature"
The Largesse of the Sea Maiden,Denis Johnson,"January 16, 2018",3.94,9819,207,1355,"Short Stories, Fiction, Literary Fiction, American, Audiobook, Literature, Contemporary"
Howl and Other Poems,Allen Ginsberg,"October 1, 1956",4.13,119819,56,3544,"Poetry, Classics, Fiction, Queer, American, Literature, LGBT"
As I Lay Dying,William Faulkner,"January 1, 1930",3.72,189120,288,13640,"Classics, Fiction, Literature, Novels, School, American, Southern Gothic"
The Pillars of the Earth,Ken Follett,"October 1, 1989",4.35,839159,976,42402,"Historical Fiction, Fiction, Historical, Fantasy, Classics, Audiobook, Medieval"
Our Mutual Friend,Charles Dickens,"November 1, 1865",4.09,31638,801,2179,"Classics, Fiction, Literature, Victorian, 19th Century, Historical Fiction, British Literature"
The World According to Garp,John Irving,"April 24, 1978",4.11,239981,610,7651,"Fiction, Classics, Literature, Contemporary, Novels, Literary Fiction, Humor"
Dead Men's Trousers,Irvine Welsh,"March 29, 2018",4.18,5131,336,407,"Fiction, Scotland, Thriller, Novels, Contemporary, Drugs, Crime"
The Secret History,Donna Tartt,"September 16, 1992",4.15,1057359,559,127335,"Fiction, Dark Academia, Mystery, Classics, Thriller, Contemporary, Literary Fiction"
Quo Vadis,Henryk Sienkiewicz,"January 1, 1896",4.01,42522,589,2830,"Classics, Historical Fiction, Fiction, Polish Literature, Historical, School, Religion"
The Long Weekend,Ross Lennon,"November 1, 2010",4.52,44,318,3,
Forty-Ninth,Boris Pronsky,"October 1, 2021",4.06,134,188,12,"Historical Fiction, Fiction, Novels, Audiobook, Historical, American History, Russian History"
Howson's Choice,Simon Warr,"February 22, 2011",4.61,28,396,0,
Females of Valor,Widad Akreyi,"March 1, 2021",4.72,110,Paperback,6,
Zoroastrians' Fight for Survival,Widad Akreyi,"March 1, 2021",4.69,120,Paperback,8,"Historical Fiction, Historical"
But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman,"June 7, 2016",3.66,18781,262,2082,"Nonfiction, Philosophy, Essays, History, Audiobook, Science, Psychology"
"Annabel Horton, Lost Witch of Salem",Olivia Hardy Ray,"December 22, 11",4.27,139,374,25,"Witches, Historical Fiction, Paranormal, Fiction, Fantasy, Historical"
The Da Vinci Code,Dan    Brown,"March 18, 2003",3.94,2542897,489,60814,"Fiction, Mystery, Thriller, Mystery Thriller, Historical Fiction, Suspense, Adventure"
Moon Tiger,Penelope Lively,"January 1, 1987",3.91,19688,224,1983,"Fiction, Historical Fiction, Literary Fiction, Book Club, Classics, War, British Literature"
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,"July 20, 2003",3.74,72922,272,3979,"Nonfiction, Essays, Humor, Pop Culture, Music, Cultural, Memoir"
The Raven,Edgar Allan Poe,"January 1, 1845",4.29,172161,64,5019,"Classics, Poetry, Horror, Fiction, Gothic, Short Stories, School"
Number the Stars,Lois Lowry,"April 24, 1989",4.20,626391,137,18506,"Historical Fiction, Young Adult, Fiction, Classics, Middle Grade, Historical, Childrens"
Harry Potter and the Deathly Hallows,J.K. Rowling,"July 21, 2007",4.62,4147844,759,100817,"Fantasy, Fiction, Young Adult, Harry Potter, Magic, Audiobook, Childrens"
Pleasant Day,Vera Jane Cook,"February 19, 2015",4.31,1172,285,36,"Mystery Thriller, Fiction, Contemporary, Mystery, Novels, Murder Mystery"
The Complete Works,William Shakespeare,"January 1, 1623",4.48,57786,1229,1141,"Classics, Poetry, Fiction, Plays, Shakespeare, Literature, Drama"
Porno,Irvine Welsh,"January 1, 2002",3.85,27014,600,833,"Fiction, Contemporary, Novels, Scotland, Drugs, Crime, Thriller"
Bridge to Terabithia,Katherine Paterson,"October 21, 1977",4.06,594481,190,19163,"Fiction, Young Adult, Classics, Fantasy, Childrens, Middle Grade, Realistic Fiction"
The Power and the Glory,Graham Greene,"January 1, 1940",3.98,44226,222,3455,"Fiction, Classics, Historical Fiction, Literature, Religion, Novels, Book Club"
The Bedroom Secrets of the Master Chefs,Irvine Welsh,"January 1, 2006",3.55,7216,400,312,"Fiction, Scotland, Contemporary, Thriller, Novels, Drama, Adult"
Germinal,Émile Zola,"March 1, 1885",4.21,43631,592,2799,"Classics, Fiction, France, French Literature, Literature, Historical Fiction, 19th Century"
Lullaby,Chuck Palahniuk,"January 1, 2002",3.74,104034,260,3930,"Fiction, Horror, Contemporary, Fantasy, Thriller, Novels, American"
The 39 Steps,John Buchan,"January 1, 1915",3.59,47150,100,4115,"Fiction, Classics, Mystery, Thriller, Adventure, Crime, Espionage"
The Golden Compass,Philip Pullman,"July 9, 1995",4.03,1626677,399,30780,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Audiobook, Middle Grade"
Kristin Lavransdatter,Sigrid Undset,"January 1, 1920",4.32,14793,1144,2000,"Historical Fiction, Fiction, Classics, Historical, Literature, Medieval, Scandinavian Literature"
Almost Transparent Blue,Ryū Murakami,"July 9, 1976",3.29,13754,126,1447,"Fiction, Japan, Japanese Literature, Horror, Contemporary, Asia, Classics"
The Pilgrim's Progress,John Bunyan,"February 18, 1678",4.08,161140,324,6211,"Classics, Fiction, Christian, Religion, Christian Fiction, Christianity, Theology"
Cold Comfort Farm,Stella Gibbons,"September 8, 1932",3.88,55497,233,5029,"Fiction, Classics, Humor, Book Club, Historical Fiction, British Literature, Comedy"
Death in Venice and Other Tales,Thomas Mann,"January 1, 1998",3.92,16224,384,462,"Fiction, Classics, Short Stories, German Literature, Literature, LGBT, Italy"
Crime,Irvine Welsh,"July 3, 2008",3.65,6011,344,328,"Fiction, Crime, Thriller, Mystery, Scotland, Contemporary, Dark"
Heart of a Dog,Mikhail Bulgakov,"January 1, 1925",4.08,74232,123,5285,"Fiction, Classics, Russia, Russian Literature, Science Fiction, Literature, Fantasy"
Gone Girl,Gillian Flynn,"May 24, 2012",4.15,3481295,415,171347,"Fiction, Mystery, Thriller, Book Club, Mystery Thriller, Crime, Suspense"
Anne of the Island,L.M. Montgomery,"November 1, 1915",4.28,196052,243,9997,"Classics, Fiction, Young Adult, Historical Fiction, Romance, Childrens, Audiobook"
Wolf Hall,Hilary Mantel,"April 30, 2009",3.91,235540,653,22088,"Historical Fiction, Fiction, Historical, Audiobook, Book Club, British Literature, Literary Fiction"
Starship Troopers,Robert A. Heinlein,"December 1, 1959",4.01,248193,264,8949,"Science Fiction, Fiction, Classics, Military Fiction, War, Science Fiction Fantasy, Audiobook"
A Confederacy of Dunces,John Kennedy Toole,"May 1, 1980",3.89,301188,394,21594,"Fiction, Classics, Humor, Book Club, Literature, Comedy, Novels"
Selected Poems,Emily Dickinson,"January 1, 1890",4.18,30439,256,1426,"Poetry, Classics, 19th Century, Nonfiction, American, Literature, Classic Literature"
The New York Trilogy,Paul Auster,"January 1, 1987",3.86,87965,308,5805,"Fiction, Mystery, American, Novels, Contemporary, The United States Of America, New York"
The Bad Beginning,Lemony Snicket,"September 30, 1999",4.03,574942,162,25263,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade, Mystery, Audiobook"
Little Men,Louisa May Alcott,"January 1, 1871",3.88,69042,329,3431,"Classics, Fiction, Historical Fiction, Young Adult, Childrens, Historical, Literature"
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"January 1, 1954",4.62,145351,1728,2510,"Fantasy, Fiction, Classics, Adventure, Science Fiction Fantasy, Epic Fantasy, High Fantasy"
Choke,Chuck Palahniuk,"May 22, 2001",3.71,222287,293,8146,"Fiction, Contemporary, Humor, Novels, Literature, Satire, American"
Story of the Eye,Georges Bataille,"January 1, 1928",3.64,25866,103,3255,"Fiction, Horror, Classics, France, Erotica, Philosophy, Literature"
Imperial Bedrooms,Bret Easton Ellis,"June 15, 2010",3.20,21056,256,1702,"Fiction, Contemporary, American, Bret Easton Ellis, Horror, Thriller, Novels"
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"January 1, 1884",3.81,78411,96,6714,"Fiction, Science Fiction, Classics, Mathematics, Fantasy, Philosophy, Literature"
Inkheart,Cornelia Funke,"September 15, 2003",3.93,444452,563,15836,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Adventure, Magic"
Matching Configurations,Kyle Keyes,"March 25, 2019",4.30,6758,296,35,"Ebooks, Fiction, Novels, Science Fiction, Young Adult, Space Opera, Space"
Breakfast of Champions,Kurt Vonnegut Jr.,"July 12, 1973",4.06,281888,303,11963,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, Satire"
The Yellow Wall-Paper,Charlotte Perkins Gilman,"January 1, 1892",4.07,368049,62,25787,"Classics, Short Stories, Fiction, Horror, Feminism, Gothic, Mental Health"
The Adventures of Augie March,Saul Bellow,"September 18, 1953",3.83,19002,586,1363,"Fiction, Classics, Literature, Novels, American, Literary Fiction, 20th Century"
Save Yourself,Kelly Braffet,"August 6, 2013",3.48,3924,320,529,"Fiction, Thriller, Mystery Thriller, Mystery, Dark, Contemporary, Suspense"
Sir Gawain and the Green Knight,Burton Raffel,"January 1, 1375",3.76,78705,144,4469,"Classics, Poetry, Fantasy, Fiction, Medieval, School, Mythology"
Buddenbrooks: The Decline of a Family,Thomas Mann,"January 1, 1901",4.20,36419,731,2553,"Classics, Fiction, German Literature, Germany, Historical Fiction, Literature, Novels"
The Iceman Cometh,Eugene O'Neill,"January 1, 1946",3.90,10251,236,379,"Plays, Drama, Classics, Fiction, Theatre, Literature, American"
Os Lusiadas,Luís de Camões,"March 1, 1572",3.98,9530,228,429,"Poetry, Classics, Portuguese Literature, Portugal, Fiction, Literature, Epic"
Lonesome Dove,Larry McMurtry,"January 1, 1985",4.58,252220,960,20637,"Fiction, Historical Fiction, Westerns, Classics, Historical, Adventure, Audiobook"
Pygmalion,George Bernard Shaw,"October 16, 1913",3.88,110494,82,4164,"Classics, Plays, Fiction, Drama, Theatre, School, Literature"
"Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life",Kris Kelkar,"April 18, 2019",4.39,109,130,6,"Drama, Book Club"
Lord Jim,Joseph Conrad,"January 1, 1900",3.61,33235,455,1953,"Classics, Fiction, Literature, Adventure, Novels, Historical Fiction, British Literature"
Stranger in a Strange Land,Robert A. Heinlein,"July 1, 1961",3.92,327729,525,11145,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Fantasy, Audiobook, Novels"
Dark Rooms,Lili Anolik,"March 1, 2015",3.14,3481,336,384,"Mystery, Fiction, Thriller, Mystery Thriller, Dark Academia, Contemporary, Young Adult"
Tuck Everlasting,Natalie Babbitt,"January 1, 1975",3.91,297897,148,13826,"Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School"
Childhood's End,Arthur C. Clarke,"January 1, 1953",4.12,175110,218,8750,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Audiobook, Dystopia, Aliens"
The Mysterious Island,Jules Verne,"January 1, 1875",4.14,59498,723,2738,"Classics, Fiction, Science Fiction, Adventure, Fantasy, France, Literature"
Nana,Émile Zola,"February 1, 1880",3.84,27976,473,1339,"Classics, Fiction, France, French Literature, 19th Century, Literature, Historical Fiction"
Queer,William S. Burroughs,"November 1, 1985",3.48,24007,160,2770,"Fiction, Queer, Classics, LGBT, American, Novels, Literature"
Sometimes a Great Notion,Ken Kesey,"January 1, 1964",4.26,24064,628,1754,"Fiction, Classics, Literature, Novels, Literary Fiction, Historical Fiction, American"
Coin Locker Babies,Ryū Murakami,"October 28, 1980",3.79,9842,393,789,"Fiction, Japan, Japanese Literature, Horror, Contemporary, Novels, Thriller"
Mystic River,Dennis Lehane,"January 1, 2001",4.18,167338,416,6360,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Book Club"
Tropic of Capricorn,Henry Miller,"February 1, 1939",3.81,21440,348,1009,"Fiction, Classics, Literature, American, Novels, Erotica, The United States Of America"
