Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres
37536045,İkigai: Japonların Uzun ve Mutlu Yaşam Sırrı,Héctor García,"García, Héctor","Francesc Miralles, Meltem Uzun",,9786052361450,2,3.75,İndigo Kitap,Paperback,171.0,2017.0,2016.0,,2024-01-02,,,read,,,,1,0,"Nonfiction, Self Help, Philosophy, Japan, Audiobook, Psychology, Personal Development"
16031842,"Büyük Av (Zaman Çarkı, #2)",Robert Jordan,"Jordan, Robert",Gamze Sarı,9758725726,9789758725724,3,4.27,İthaki Yayınları,Hardcover,772.0,2003.0,1990.0,2023-12-28,2023-12-13,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,4,4.19,Tor Books,Mass Market Paperback,800.0,1990.0,1990.0,2023-12-13,2023-12-09,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743,9780307887436,4,4.22,Crown Publishers,Hardcover,480.0,2011.0,2011.0,,2023-12-09,,,read,,,,1,0,"Science Fiction, Fiction, Young Adult, Fantasy, Dystopia, Audiobook, Book Club"
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,4,4.27,Del Rey,Hardcover,382.0,2014.0,2014.0,,2023-12-09,,,read,,,,1,0,"Science Fiction, Fantasy, Fiction, Dystopia, Young Adult, Audiobook, Book Club"
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,,,5,4.12,Feiwel & Friends,Hardcover,400.0,2012.0,2012.0,,2023-12-09,,,read,,,,1,0,"Fantasy, Young Adult, Science Fiction, Romance, Dystopia, Retellings, Fiction"
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,0385737947,9780385737944,3,4.06,Delacorte Press,Hardcover,384.0,2009.0,2009.0,,2023-12-09,,,read,,,,1,0,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Audiobook"
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,1594744769,9781594744761,3,3.92,Quirk,Hardcover,352.0,2011.0,2011.0,,2023-12-09,,,read,,,,1,0,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,075640407,9780756404079,5,4.52,Penguin Group DAW,Hardcover,662.0,2007.0,2007.0,,2023-12-09,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy"
44646576,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,0062259652,9780062259653,4,4.05,Ecco,Hardcover,272.0,2014.0,2014.0,,2023-12-09,,,read,,,,1,0,"Horror, Fiction, Thriller, Dystopia, Audiobook, Mystery, Science Fiction"
