title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
The Woman in Black,Susan         Hill,"January 1, 1983",3.76,83519,138,9610,"Horror, Gothic, Fiction, Classics, Mystery, Historical Fiction, Ghosts"
An Awkward Age,Anna Starobinets,"January 1, 2005",3.78,1267,153,255,"Horror, Short Stories, Science Fiction, Russia, Fantasy, Fiction, Russian Literature"
Hotel Miramar: An Old Castle Novel,Jonathan  Dunne,"May 12, 2023",3.74,378,413,60,"Horror, Mystery, Suspense, Occult, Gothic, Thriller, Paranormal"
Wracked,Louis Puster III,"January 1, 2010",3.94,36,186,10,
Dark of Night,Marios Savva,"July 6, 2014",3.63,35,312,21,Thriller
Cursed Bunny,Bora Chung,"March 15, 2017",3.74,43616,251,8390,"Horror, Short Stories, Fiction, Fantasy, Magical Realism, Science Fiction, Contemporary"
LS92,Billy   Morris,"January 26, 2022",4.45,22,178,4,
My Loose Thread,Dennis Cooper,"July 10, 2002",3.75,1343,128,152,"Fiction, Queer, LGBT, Gay, Dark, Contemporary, Young Adult"
Wondrous Strange: Tales of the Uncanny,Robin Spriggs,"January 1, 2001",4.48,23,264,2,
I Met A Demon,Petronela Ungureanu,"May 31, 2013",3.48,73,14,19,
Blood Slave,Travis Luedke,"December 23, 2012",3.30,765,160,121,"Vampires, Paranormal, Paranormal Romance, Erotica, Romance, Dark, Fantasy"
Day Watch,Sergei Lukyanenko,"January 1, 2000",4.07,22986,453,766,"Fantasy, Urban Fantasy, Fiction, Horror, Vampires, Russia, Paranormal"
Beneath the Willow,Gemma Farrow,"May 24, 2013",4.45,146,42,78,"Horror, Fantasy, Novella, Short Stories, Romance, Fiction, Vampires"
Learning to Kiss in the Snow,D.B. Tarpley,"May 7, 2012",3.98,63,274,0,"Horror, Fiction, Fantasy, Anthologies"
The Cypress Hills Series Samantha's Legacy,Angel Ernst,"November 28, 2014",4.00,4,190,2,
The Spectral Link,Thomas Ligotti,"June 29, 2014",3.93,976,94,137,"Horror, Short Stories, Fiction, Weird Fiction, The United States Of America, American, Lovecraftian"
Songs of a Dead Dreamer and Grimscribe,Thomas Ligotti,"October 6, 2015",3.95,6343,448,757,"Horror, Short Stories, Fiction, Weird Fiction, Classics, Fantasy, Lovecraftian"
Rosie: An Old Castle Novel,Jonathan  Dunne,"October 31, 2023",3.93,207,382,35,"Horror, Mystery, Suspense, Thriller, Gothic, Paranormal, Occult"
The Zombie Room,R.D. Ronald,"July 26, 2012",3.94,43377,218,469,"Thriller, Mystery, Fiction, Crime, Book Club, Contemporary, Mystery Thriller"
The Musings of a Hideous Mind,Alex Laybourne,"February 8, 2011",5.00,7,91,2,Horror
Angels,Denis Johnson,"January 1, 1977",3.99,6149,209,659,"Fiction, Novels, Crime, Literature, Literary Fiction, American, Contemporary"
Diary of a Lost Girl: The Autobiography of Kola Boof,Kola Boof,"January 1, 2003",3.57,384,441,21,"Memoir, Biography, Nonfiction, Biography Memoir, Autobiography"
The Death of the Necromancer,Martha Wells,"July 1, 1998",4.03,4805,544,518,"Fantasy, Mystery, Fiction, Steampunk, Audiobook, Magic, Science Fiction Fantasy"
Death Dreams Deluxe: The Complete Works of Chris Robertson,Chris Robertson,"January 1, 2013",3.35,23,294,7,"Horror, Short Stories"
Blood Moon Over Africa,Paul   Zunckel,"October 31, 2014",4.67,9,306,3,
Blood Spoor in the Dark,Paul   Zunckel,"October 31, 2014",5.00,4,210,0,
The Boneyard: Short fictions of the morbid and macabre: The Boneyard Series: Vol 1,Jonathan  Dunne,"January 31, 2025",4.47,43,110,5,"Horror, Mystery, Suspense, Occult, Gothic, Thriller, Paranormal"
The Lady in The Window: A compilation of short horror stories,Angel Ernst,"October 19, 2014",4.50,4,42,0,
December,phil-rickman,"January 1, 1994",4.07,1250,648,116,"Horror, Fiction, Mystery, Paranormal, Supernatural, Fantasy, Ghosts"
The Three Impostors and Other Stories,Arthur Machen,"January 1, 2001",4.07,1469,240,55,"Horror, Short Stories, Fantasy, Fiction, Weird Fiction, Classics, Gothic"
Devil In Eden,Paul   Zunckel,"December 15, 2014",4.67,3,200,0,
Man in the Shadows,Paul   Zunckel,"February 4, 2015",4.00,8,510,1,
The Nightmare Factory,Thomas Ligotti,"January 1, 1996",4.30,1387,552,87,"Horror, Short Stories, Fiction, Weird Fiction, Fantasy, Lovecraftian, Collections"
The Five Gates of Hell,Rupert Thomson,"January 1, 1991",3.74,611,384,26,"Fiction, Novels, Contemporary, Literary Fiction, Horror"
The Laughing Corpse,Laurell K. Hamilton,"September 1, 1994",4.13,88864,304,2485,"Urban Fantasy, Vampires, Fantasy, Paranormal, Horror, Romance, Paranormal Romance"
Three Hundred Million,Blake Butler,"October 14, 2014",3.52,647,456,91,"Fiction, Horror, Novels, American, Literary Fiction, Thriller, 21st Century"
World-Mart,Leigh M. Lane,"October 13, 2011",3.34,177,278,45,"Science Fiction, Dystopia, Fiction, Horror, Post Apocalyptic, Speculative Fiction"
The Suicide Collectors,David Oppegaard,"January 1, 2008",3.24,883,294,194,"Horror, Fiction, Science Fiction, Dystopia, Post Apocalyptic, Science Fiction Fantasy, Apocalyptic"
Play It As It Lays,Joan Didion,"January 1, 1970",3.90,93999,231,12239,"Fiction, Classics, Literary Fiction, Contemporary, Feminism, Novels, Book Club"
The Blood Trilogy,Paul   Zunckel,"November 10, 2014",5.00,3,Kindle,0,
Whispers in the Wind,Paul   Zunckel,"March 12, 2015",4.50,4,450,2,
Mygale,Thierry Jonquet,"January 1, 1984",3.92,3828,129,466,"Horror, Thriller, Fiction, Crime, Mystery, France, French Literature"
Dead Ends,Jonathan  Dunne,"December 31, 2023",4.00,137,213,14,"Horror, Mystery, Suspense, Occult, Paranormal, Thriller, Gothic"
"Cutting Right to the Chase Vol.2,",Stefania Mattana,"January 1, 2014",4.69,115,37,18,"Short Stories, Mystery, Cozy Mystery, Italy, Summer Reads, Fiction, British Literature"
UnSouled,Neal Shusterman,"October 15, 2013",4.22,41277,404,3451,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Thriller"
Myths of Gods,Leigh M. Lane,"May 20, 2011",3.69,26,237,7,Fiction
Carrion Comfort,Dan Simmons,"January 1, 1989",3.91,25823,884,1833,"Horror, Fiction, Fantasy, Vampires, Thriller, Science Fiction, Audiobook"
Blood Demon - Revenge,Paul   Zunckel,"October 22, 2014",5.00,2,154,0,
The Book of the Mad,Tanith Lee,"July 1, 1993",4.09,404,216,22,"Fantasy, Horror, Fiction, Gothic, Dark Fantasy, Science Fiction Fantasy, Short Stories"
Invitation to a Beheading,Vladimir Nabokov,"January 1, 1935",3.92,20332,223,1610,"Fiction, Classics, Russia, Russian Literature, Literature, Novels, Dystopia"
Old Castle 5-Book Box Set,Jonathan  Dunne,"December 26, 2023",4.38,37,1741,3,"Horror, Suspense, Paranormal, Mystery, Occult, Thriller, Gothic"
Where Late the Sweet Birds Sang,Kate Wilhelm,"January 1, 1976",3.85,11209,254,1012,"Science Fiction, Fiction, Post Apocalyptic, Dystopia, Hugo Awards, Speculative Fiction, Audiobook"
Willy,Robert Dunbar,"January 4, 2011",4.01,185,272,53,"Horror, Mystery, Fiction, Thriller, Suspense, LGBT, Gothic"
Smoke and Ashes,Tanya Huff,"June 6, 2006",4.04,2380,407,98,"Urban Fantasy, Fantasy, Vampires, Paranormal, Fiction, Supernatural, M M Romance"
"Bound By Blood: Volume 2 (Bound By Blood, #2)",Shane K.P. O'Neill,"December 1, 2012",4.64,159,360,21,"Horror, Romance, Paranormal Romance, Gothic, Dark Fantasy, Angels and Demons, Historical"
Dawn,Octavia E. Butler,"May 1, 1987",4.15,65250,248,7258,"Science Fiction, Fiction, Fantasy, Aliens, Science Fiction Fantasy, Dystopia, Post Apocalyptic"
Penny Dreadful,Will Christopher Baer,"March 6, 2000",3.91,1432,309,61,"Fiction, Mystery, Noir, Crime, Thriller, Horror, Mystery Thriller"
War in Heaven,Charles   Williams,"January 1, 1930",3.83,2000,256,258,"Fiction, Fantasy, Classics, Mystery, Religion, Christian, Literature"
Night's Sorceries,Tanith Lee,"January 1, 1987",4.28,596,288,42,"Fantasy, Fiction, High Fantasy, Short Stories, Dark Fantasy, Science Fiction, Science Fiction Fantasy"
Running Wild,J.G. Ballard,"November 1, 1988",3.56,3535,112,362,"Fiction, Mystery, Crime, Horror, Science Fiction, Thriller, Novels"
Slade House,David  Mitchell,"October 1, 2015",3.81,70173,238,8666,"Horror, Fiction, Fantasy, Mystery, Paranormal, Thriller, Audiobook"
Smoke and Mirrors,Tanya Huff,"June 7, 2005",4.06,2512,404,104,"Urban Fantasy, Fantasy, Vampires, Fiction, Paranormal, Horror, Mystery"
From the Horse’s Mouth,Carla H. Krueger,"August 4, 2014",4.00,13,40,11,"Thriller, Contemporary, Short Stories, Humor"
Tales of Ordinary Madness,Charles Bukowski,"January 1, 1983",3.84,31086,238,1465,"Fiction, Short Stories, Poetry, Classics, American, Literature, The United States Of America"
The Secret Books of Paradys I & II,Tanith Lee,"January 1, 1988",3.89,452,401,24,"Fantasy, Horror, Fiction, Dark Fantasy, Science Fiction Fantasy, Dark, Speculative Fiction"
All Hallows' Eve,Charles   Williams,"January 1, 1945",3.80,1394,296,177,"Fiction, Fantasy, Classics, Horror, Christian, Supernatural, Halloween"
"Bound By Blood: Volume 1 (Bound By Blood, #1)",Shane K.P. O'Neill,"November 30, 2012",4.40,307,320,57,"Horror, Romance, Vampires, Gothic, Paranormal Romance, Dark Fantasy, Angels and Demons"
What Matters Most is How Well You Walk Through the Fire,Charles Bukowski,"June 5, 1999",4.27,6741,416,277,"Poetry, Fiction, Classics, Literature, Contemporary, American, Collections"
The Book of the Damned,Tanith Lee,"January 1, 1988",3.76,919,240,87,"Fantasy, Horror, Fiction, Gothic, Short Stories, Dark Fantasy, Supernatural"
Eventide,Kent Haruf,"May 4, 2004",4.23,26960,300,2631,"Fiction, Literary Fiction, Audiobook, Contemporary, Literature, Book Club, Novels"
The Coldest Girl in Coldtown,Holly Black,"September 3, 2013",3.83,78279,419,10664,"Fantasy, Young Adult, Vampires, Paranormal, Horror, Urban Fantasy, Romance"
Smoke and Shadows,Tanya Huff,"January 1, 2004",3.80,3295,396,207,"Fantasy, Urban Fantasy, Vampires, Paranormal, Fiction, LGBT, Mystery"
"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,"March 1, 2002",4.22,183265,444,13754,"Fiction, Humor, Historical Fiction, Fantasy, Religion, Comedy, Book Club"
The Crying of Lot 49,Thomas Pynchon,"January 1, 1966",3.69,99165,152,8437,"Fiction, Classics, Literature, Novels, American, Mystery, Literary Fiction"
Dreams of Leaving,Rupert Thomson,"January 1, 1987",3.87,630,448,34,"Fiction, Literary Fiction, Novels"
Hater,David Moody,"July 17, 2006",3.65,10821,244,1004,"Horror, Zombies, Fiction, Post Apocalyptic, Science Fiction, Dystopia, Apocalyptic"
Kin,Kealan Patrick Burke,"October 25, 2011",3.88,5656,276,1011,"Horror, Thriller, Fiction, Mystery, Horror Thriller, Dark, Adult"
Never Let You Go,Sabrina Devonshire,"February 5, 2014",3.37,154,142,25,"Romance, Contemporary Romance, Adventure, Travel, Contemporary"
Hell's Half Acre,Will Christopher Baer,"January 1, 2004",4.19,1235,354,44,"Noir, Fiction, Mystery, Thriller, Crime, Horror, Novels"
