Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43376215,The Murders In The Rue Morgue,Edgar Allan Poe,"Poe, Edgar Allan",,"=""""","=""9786052194775""",0,3.79,Karbon Kitaplar,Paperback,74,2018,1841,,2024/03/17,to-read,to-read (#13),to-read,,,,0,0
23550968,Efendi ile Uşağı,Leo Tolstoy,"Tolstoy, Leo",Ayşe Hacıhasanoğlu,"=""6053328499""","=""9786053328490""",0,4.00,İş Bankası Kültür Yayınları,Paperback,144,2016,1895,,2024/03/17,to-read,to-read (#11),to-read,,,,0,0
22748386,Beyaz Geceler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Barış Zeren,"=""6053321397""","=""9786053321392""",0,4.07,Türkiye İş Bankası Kültür Yayınları,Paperback,218,2018,1848,,2024/03/17,to-read,to-read (#10),to-read,,,,0,0
60298662,Hagakure: Saklı Yapraklar,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",Hüseyin Can Erkin,"=""6258475930""","=""9786258475937""",0,4.00,İthaki Yayınları,Paperback,168,2022,1716,,2024/03/17,to-read,to-read (#9),to-read,,,,0,0
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,"=""1250254337""","=""9781250254337""",0,4.10,Wednesday Books,Hardcover,579,2021,2021,,2024/03/17,to-read,to-read (#8),to-read,,,,0,0
57585196,The Yellow Bird Sings,Jennifer  Rosner,"Rosner, Jennifer",,"=""1529032474""","=""9781529032475""",0,4.08,Picador ,Paperback,294,2020,2020,,2024/03/17,to-read,to-read (#7),to-read,,,,0,0
57675431,Red at the Bone,Jacqueline Woodson,"Woodson, Jacqueline",,"=""1474616453""","=""9781474616454""",0,3.96,W&N,Paperback,198,2021,2019,,2024/03/17,to-read,to-read (#6),to-read,,,,0,0
141304996,The Autobiography of My Mother,Jamaica Kincaid,"Kincaid, Jamaica",,"=""1529076757""","=""9781529076752""",0,3.77,Picador,Paperback,190,2022,1996,,2024/03/17,to-read,to-read (#4),to-read,,,,0,0
30813725,Find Your Why,Simon Sinek,"Sinek, Simon","David  Mead, Peter Docker","=""0241279267""","=""9780241279267""",0,3.66,Portfolio Penguin,Paperback,208,2017,2017,,2024/03/17,to-read,to-read (#3),to-read,,,,0,0
57986222,"Supernova (Renegades, 3)",Marissa Meyer,"Meyer, Marissa",,"=""1250078393""","=""9781250078391""",0,4.37,Square Fish,Paperback,560,2021,2019,,2024/03/17,to-read,to-read (#2),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",0,4.05,Penguin Books,Paperback,474,2003,1815,,2024/01/18,to-read,to-read (#1),to-read,,,,0,0
13561434,"Göğün Ateşleri (Zaman Çarkı , #5.1)",Robert Jordan,"Jordan, Robert",,"=""9752731341""","=""9789752731349""",3,4.08,İthaki Yayınları,Paperback,628,2005,1993,2024/03/10,2024/03/10,,,read,,,,1,0
17254498,"Gölge ve Kemik  (The Grisha, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""6053480770""","=""9786053480778""",3,3.91,Martı Yayınları,Paperback,446,2013,2012,2024/02/16,2024/01/18,,,read,,,,1,0
17875576,Gölge Yükseliyor (Zaman Çarkı #4 Part 2 of 2),Robert Jordan,"Jordan, Robert",,"=""9752730450""","=""9789752730458""",3,4.42,İthaki,Paperback,815,2004,,2024/02/14,2024/02/03,,,read,,,,1,0
13479534,"Gölge Yükseliyor (Zaman Çarkı, #4)",Robert Jordan,"Jordan, Robert",Niran Elçi,"=""9752730442""","=""9789752730441""",3,4.29,İthaki Yayınları,Paperback,629,2004,1992,2024/02/03,2024/01/18,,,read,,,,1,0
59988299,Ardından,Natsume Sōseki,"Sōseki, Natsume",Habibe Salğar,"=""625847568X""","=""9786258475685""",2,3.89,İthaki Yayınları,Paperback,312,2022,1909,2024/01/25,2023/12/28,,,read,Tamam gençler artık evlenmiyor tamam gençlerde ahlak ve çalışma azmi kalmamış 200 sayfa önce anlamıştım,,,1,0
16032123,"Yenidendoğan Ejder (Zaman Çarkı, #3)",Robert Jordan,"Jordan, Robert",Niran Elçi,"=""9752730493""","=""9789752730496""",4,4.28,İthaki Yayınları,Hardcover,692,2004,1991,2024/01/17,2023/12/28,,,read,,,,1,0
18136930,Dracula,Bram Stoker,"Stoker, Bram",Niran Elçi,"=""""","=""9789758725113""",3,4.02,ithaki yayınları,Paperback,423,2003,1897,2024/01/11,2023/12/28,,,read,,,,1,0
37536045,İkigai: Japonların Uzun ve Mutlu Yaşam Sırrı,Héctor  García,"García, Héctor","Francesc Miralles, Meltem Uzun","=""""","=""9786052361450""",2,3.75,İndigo Kitap,Paperback,171,2017,2016,,2024/01/02,,,read,,,,1,0
16031842,"Büyük Av (Zaman Çarkı, #2)",Robert Jordan,"Jordan, Robert",Gamze Sarı,"=""9758725726""","=""9789758725724""",3,4.27,İthaki Yayınları,Hardcover,772,2003,1990,2023/12/28,2023/12/13,,,read,,,,1,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",4,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2023/12/13,2023/12/09,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.22,Crown Publishers,Hardcover,480,2011,2011,,2023/12/09,,,read,,,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",4,4.27,Del Rey,Hardcover,382,2014,2014,,2023/12/09,,,read,,,,1,0
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",5,4.12,Feiwel & Friends,Hardcover,400,2012,2012,,2023/12/09,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",3,4.06,Delacorte Press,Hardcover,384,2009,2009,,2023/12/09,,,read,,,,1,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""1594744769""","=""9781594744761""",3,3.92,Quirk,Hardcover,352,2011,2011,,2023/12/09,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2023/12/09,,,read,,,,1,0
44646576,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,"=""0062259652""","=""9780062259653""",4,4.05,Ecco,Hardcover,272,2014,2014,,2023/12/09,,,read,,,,1,0
