title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Fractured,Karin Slaughter,"January 1, 2008",4.16,101773,388,4594,"Mystery, Thriller, Crime, Fiction, Audiobook, Mystery Thriller, Suspense"
An Artist of the Floating World,Kazuo Ishiguro,"January 1, 1986",3.78,46759,206,4451,"Fiction, Historical Fiction, Japan, Japanese Literature, Literary Fiction, Literature, Historical"
La ricerca dell'assoluto,Honoré de Balzac,"January 1, 1834",3.77,806,Paperback,87,"Classics, French Literature, Fiction, France, 19th Century, Novels, Literature"
Every Man Dies Alone,Hans Fallada,"January 1, 1947",4.27,37455,543,4002,"Fiction, Historical Fiction, Germany, Classics, War, German Literature, World War II"
The King of Elfland's Daughter,Lord Dunsany,"January 1, 1924",3.81,9238,240,1208,"Fantasy, Classics, Fiction, Romance, Fairy Tales, High Fantasy, Science Fiction Fantasy"
"Naked Soul: A Poetic Expression of the Mind, Heart, & Will",Ashley Perkins,"September 6, 2017",5.00,1,Paperback,0,
Primal Fear,William Diehl,"January 26, 1992",4.24,10254,399,534,"Thriller, Fiction, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller"
The Golden Notebook,Doris Lessing,"January 1, 1962",3.77,24899,640,2457,"Fiction, Classics, Feminism, Nobel Prize, Literature, Novels, Literary Fiction"
The Long Winter,Laura Ingalls Wilder,"January 1, 1940",4.18,93443,448,2956,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade"
The Captain's Daughter,Alexander Pushkin,"January 1, 1836",3.85,28835,124,1809,"Classics, Russia, Russian Literature, Fiction, Historical Fiction, Literature, Novels"
Macunaima,Mário de Andrade,"January 1, 1928",3.59,5967,168,442,"Fiction, Classics, Brazil, Fantasy, Romance, Magical Realism, Literature"
The Onion Field,Joseph Wambaugh,"January 1, 1973",4.10,21567,512,496,"True Crime, Nonfiction, Crime, Mystery, History, Thriller, Mystery Thriller"
Aké: The Years of Childhood,Wole Soyinka,"January 1, 1981",3.85,2045,230,186,"Africa, Nonfiction, Nigeria, Memoir, African Literature, Nobel Prize, Biography"
The Story of a Life,Konstantin Paustovsky,"January 1, 1956",4.45,744,661,117,"Russia, Memoir, Nonfiction, Biography, Russian Literature, Classics, Literature"
The Mixed World in a Kingdom,Philomene Koya,"January 11, 2018",5.00,1,71,0,
The Private Memoirs and Confessions of a Justified Sinner,James Hogg,"January 1, 1824",3.67,9999,206,897,"Classics, Fiction, Gothic, Horror, Scotland, 19th Century, Literature"
The Contortionist's Handbook,Craig Clevenger,"January 1, 2002",3.97,11483,199,608,"Fiction, Thriller, Crime, Contemporary, Noir, Mystery, Novels"
Rumpelstilzchen,Jacob Grimm,"January 1, 1973",3.85,394,13,53,"Classics, Fantasy, Picture Books, Childrens, Fairy Tales, Fiction, Short Stories"
The Snow Storm,Alexander Pushkin,"November 1, 1983",3.93,1083,40,87,"Classics, Short Stories, Russia, Fiction, Russian Literature, Romance, Literature"
The Twelve Chairs,Ilya Ilf,"January 1, 1928",4.39,24659,395,795,"Fiction, Russia, Classics, Russian Literature, Humor, Literature, Adventure"
Pushkin House,Andrei Bitov,"January 1, 1964",3.79,407,384,33,"Russia, Fiction, Russian Literature, Literature, Contemporary, Audiobook, Novels"
The Case of Charles Dexter Ward,H.P. Lovecraft,"May 1, 1941",4.11,23514,128,1392,"Horror, Fiction, Classics, Fantasy, Lovecraftian, Mystery, Science Fiction"
Angrily: A short story,Joyce Villeta,"November 15, 2017",3.72,25,76,10,
Njal's Saga,Anonymous,"January 1, 1270",3.92,5548,384,536,"Classics, Fiction, Mythology, Medieval, Poetry, Literature, Historical Fiction"
The Stars My Destination,Alfred Bester,"June 14, 1956",4.05,55917,258,4155,"Science Fiction, Fiction, Classics, Cyberpunk, Science Fiction Fantasy, Space Opera, Audiobook"
King Arthur and His Knights of the Round Table,Roger Lancelyn Green,"January 1, 1953",3.90,7060,330,610,"Classics, Fantasy, Fiction, Arthurian, Mythology, Historical Fiction, Childrens"
Le tragedie,William Shakespeare,"January 1, 1623",4.48,662,1068,49,"Classics, Plays, Shakespeare, Drama, Fiction, Theatre, Literature"
Sylvester or The Wicked Uncle,Georgette Heyer,"January 1, 1957",4.15,18487,410,1701,"Romance, Historical Fiction, Historical Romance, Regency, Historical, Fiction, Audiobook"
The Imitation Of Christ,Thomas à Kempis,"January 1, 1427",4.24,27220,160,1693,"Religion, Christian, Theology, Christianity, Classics, Nonfiction, Spirituality"
The Way of All Flesh,Samuel Butler,"January 1, 1903",3.61,9756,315,675,"Classics, Fiction, Literature, Novels, British Literature, Historical Fiction, Victorian"
Борис Годунов,Alexander Pushkin,"January 1, 1831",3.84,2963,59,147,"Classics, Russia, Russian Literature, Plays, Drama, Poetry, Fiction"
Carbonel: The King of the Cats,Barbara Sleigh,"January 1, 1955",4.23,1801,188,197,"Fantasy, Cats, Childrens, Fiction, Middle Grade, Animals, Adventure"
A Very Bumpy Love,Joyce Villeta,"February 18, 2018",3.64,14,118,7,
The Ragged Trousered Philanthropists,Robert Tressell,"April 23, 1914",4.05,10534,590,825,"Fiction, Classics, Politics, Historical Fiction, Philosophy, Novels, Literature"
The Client,John Grisham,"March 1, 1993",4.06,464642,483,3759,"Fiction, Thriller, Mystery, Crime, Suspense, Legal Thriller, Mystery Thriller"
Vampire Academy,Richelle Mead,"August 16, 2007",4.10,683094,332,28436,"Fantasy, Young Adult, Vampires, Paranormal, Romance, Urban Fantasy, Fiction"
Flush,Virginia Woolf,"October 1, 1933",3.88,14968,204,2115,"Classics, Fiction, Animals, Historical Fiction, Dogs, 20th Century, Literature"
Sharp Objects,Gillian Flynn,"September 26, 2006",4.00,1241705,254,82184,"Thriller, Mystery, Fiction, Mystery Thriller, Crime, Audiobook, Suspense"
The Wind-Up Bird Chronicle,Haruki Murakami,"April 12, 1994",4.14,318042,607,23687,"Fiction, Magical Realism, Japan, Fantasy, Japanese Literature, Contemporary, Novels"
Daniel Deronda,George Eliot,"January 1, 1876",3.87,26971,796,1536,"Classics, Fiction, 19th Century, Victorian, Historical Fiction, Literature, British Literature"
To the Indies,C.S. Forester,"January 1, 1940",3.67,124,200,13,"Historical Fiction, Adventure, British Literature, Literature"
New Hope,Nina  Silver,"June 25, 2017",4.14,21,267,3,
The Forty Days of Musa Dagh (Verba Mundi,Franz Werfel,"November 1, 1933",4.39,2094,857,266,"Historical Fiction, Fiction, Classics, War, Historical, German Literature, Literature"
The Ugly Duckling,Hans Christian Andersen,"November 11, 1843",4.13,43292,40,1701,"Childrens, Classics, Picture Books, Fiction, Fairy Tales, Animals, Short Stories"
Life's Little Ironies,Thomas Hardy,"January 1, 1894",3.84,1183,251,126,"Classics, Short Stories, Fiction, 19th Century, Victorian, British Literature, Literature"
Sandro of Chegem,Fazil Iskander,"January 1, 1973",4.27,514,368,35,"Fiction, Russia, Classics, Russian Literature, Historical Fiction, Satire, Novels"
Reggae Larger Than Life: The Ultimate Reggae Music Fun and Games Book,Shaun Cain,"September 23, 2017",5.00,1,150,0,
The Princess Diaries,Meg Cabot,"May 30, 2000",3.81,263117,283,8259,"Young Adult, Romance, Fiction, Contemporary, Chick Lit, Childrens, Teen"
Il fu Mattia Pascal,Luigi Pirandello,"January 1, 1904",4.00,36718,241,1334,"Classics, Fiction, Italian Literature, Italy, Literature, Nobel Prize, Novels"
Das Glück der Familie Rougon,Émile Zola,"January 1, 1871",3.91,8378,336,728,"Classics, Fiction, France, French Literature, 19th Century, Historical Fiction, Literature"
My Past and Thoughts,Alexander Herzen,"January 1, 1870",4.20,396,752,50,"Russia, Biography, Nonfiction, History, Memoir, Russian Literature, Philosophy"
The Ghost Years,Mutch Katsonga,"February 3, 2018",4.54,26,179,10,
Two Little Misogynists,Carl Spitteler,"June 20, 2007",3.50,6,132,0,
Alice in Wonderland by Lewis Carroll,Philip Martin McCaulay,"March 17, 2010",3.80,313,90,31,"Classics, Fiction, Fantasy"
Mephisto,Klaus Mann,"January 1, 1936",4.08,5989,272,387,"Fiction, Classics, German Literature, Germany, Historical Fiction, Literature, 20th Century"
Beach Music,Pat Conroy,"July 2, 1995",4.19,55286,800,3927,"Fiction, Book Club, Southern, Historical Fiction, Contemporary, Literary Fiction, Audiobook"
Mirgorod: Four Tales by Nikolai Gogol,Nikolai Gogol,"January 1, 1835",4.12,859,275,59,"Russia, Classics, Russian Literature, Short Stories, Fiction, Ukraine, Literature"
The Notebook,Nicholas Sparks,"October 1, 1996",4.16,1852000,227,29250,"Romance, Fiction, Chick Lit, Contemporary, Adult, Classics, Adult Fiction"
Sam's Theory,Sarah Mendivel,"January 8, 2018",3.90,20,381,12,Mystery
Four Phases Of Love,Paul Heyse,"July 1, 2009",3.67,9,194,0,
Der Weiße Wolf,Käthe Recheis,"January 1, 1982",4.04,242,340,11,"Fantasy, Young Adult, German Literature, Childrens, Fiction"
Arms and the Man,George Bernard Shaw,"January 1, 1898",3.84,11371,116,650,"Plays, Classics, Drama, Fiction, Theatre, Humor, Romance"
The Luzhin Defense,Vladimir Nabokov,"January 1, 1929",3.94,16336,256,1197,"Fiction, Classics, Russia, Russian Literature, Chess, Novels, Literature"
The Odd Flower,Elaine Rand,"February 4, 2018",4.67,3,38,0,
Barnaby Rudge,Charles Dickens,"July 21, 1841",3.83,11612,634,906,"Classics, Fiction, Historical Fiction, Literature, 19th Century, Victorian, British Literature"
Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,"January 1, 1903",3.87,36082,184,1111,"Classics, Fiction, Childrens, Historical Fiction, Young Adult, Middle Grade, Audiobook"
Say It with Poison,Ann Granger,"January 1, 1991",3.59,1482,224,146,"Mystery, Crime, Fiction, Audiobook, Cozy Mystery, Romance, British Literature"
The Girl With The Golden Eyes,Honoré de Balzac,"January 1, 1833",3.28,2426,72,260,"Classics, France, Fiction, French Literature, Literature, 19th Century, Romance"
Roughing It,Mark Twain,"February 1, 1872",3.87,10365,560,1058,"Classics, Fiction, Travel, Humor, Adventure, Literature, Westerns"
The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle,Richard Lancelyn Green,"January 1, 1985",4.42,44738,272,66,"Mystery, Classics, Fiction, Crime, Short Stories, Detective, Mystery Thriller"
The Englishman Who Went Up a Hill and Came Down a Mountain,Christopher Monger,"January 1, 1995",3.94,229,265,22,"Fiction, Historical Fiction, Romance, Humor, Historical, Roman, Literature"
The Four Major Plays: The Seagull / Uncle Vanya / Three Sisters / Cherry Orchard,Anton Chekhov,"January 1, 1904",4.12,3480,294,241,"Plays, Classics, Drama, Fiction, Russia, Russian Literature, Theatre"
Caleb Williams,William Godwin,"January 1, 1794",3.46,4902,384,343,"Classics, Fiction, Gothic, 18th Century, Mystery, Literature, British Literature"
The Mysteries of Udolpho,Ann Radcliffe,"January 1, 1794",3.43,17412,693,1788,"Classics, Gothic, Fiction, Horror, Romance, Mystery, 18th Century"
"Thuvia, Maid of Mars",Edgar Rice Burroughs,"January 1, 1916",3.77,10056,160,411,"Science Fiction, Fantasy, Fiction, Classics, Adventure, Pulp, Ebooks"
The Phoenix and the Carpet,E. Nesbit,"January 1, 1904",4.03,9820,289,350,"Fantasy, Classics, Childrens, Fiction, Middle Grade, Adventure, Audiobook"
Martin Chuzzlewit,Charles Dickens,"January 1, 1844",3.83,17198,841,1007,"Classics, Fiction, 19th Century, Victorian, Literature, Historical Fiction, British Literature"
Elixir of the Ages,Chinmayee N.,"February 12, 2018",3.67,3,45,2,
Five Little Pigs,Agatha Christie,"May 1, 1942",4.03,94625,290,7884,"Mystery, Agatha Christie, Fiction, Crime, Classics, Mystery Thriller, Detective"
August 1914,Aleksandr Solzhenitsyn,"January 1, 1971",3.94,2846,896,225,"Fiction, Historical Fiction, Russia, Russian Literature, Literature, Classics, World War I"
The Sebastopol Sketches,Leo Tolstoy,"January 1, 1855",3.85,3839,192,242,"Classics, Russian Literature, Russia, Fiction, War, 19th Century, Historical Fiction"
Little Fuzzy,H. Beam Piper,"January 1, 1962",4.04,10896,252,732,"Science Fiction, Fiction, Fantasy, Audiobook, Aliens, Classics, Young Adult"
"Strong and Steady, Or, Paddle Your Own Canoe",Horatio Alger Jr.,"January 1, 1871",3.71,14,154,3,
Raspberry Danish Murder,Joanne Fluke,"February 27, 2018",3.71,11292,304,1248,"Mystery, Cozy Mystery, Fiction, Cozy, Audiobook, Mystery Thriller, Adult"
Coming up for Air,George Orwell,"January 1, 1939",3.78,21947,278,1928,"Fiction, Classics, Literature, Historical Fiction, Novels, British Literature, 20th Century"
The Complete Anne of Green Gables,L.M. Montgomery,"January 1, 1939",4.46,106954,2088,1880,"Classics, Fiction, Young Adult, Childrens, Historical Fiction, Romance, Middle Grade"
Another Country,James Baldwin,"May 1, 1962",4.30,35239,448,4231,"Fiction, Classics, Queer, LGBT, Race, Literary Fiction, Novels"
Moonraker,Ian Fleming,"January 1, 1955",3.81,31678,247,2141,"Fiction, Thriller, Espionage, Mystery, Adventure, Audiobook, Classics"
Widow Barnaby,Frances Milton Trollope,"January 1, 1838",3.82,107,543,26,"Classics, Victorian, Fiction, Historical Fiction, British Literature, 19th Century"
The World of Winnie-the-Pooh,A.A. Milne,"January 1, 1926",4.42,49802,353,1266,"Classics, Childrens, Fiction, Fantasy, Picture Books, Animals, British Literature"
The Player of Games,Iain M. Banks,"August 1, 1988",4.28,81688,293,4085,"Science Fiction, Fiction, Space Opera, Audiobook, Science Fiction Fantasy, Fantasy, Cultural"
El coronel no tiene quien le escriba,Gabriel García Márquez,"January 1, 1961",3.80,68725,104,4883,"Fiction, Classics, Spanish Literature, Literature, Magical Realism, Latin American, Short Stories"
Round The Red Lamp,Arthur Conan Doyle,"January 1, 1894",3.57,233,200,24,"Classics, Short Stories, Fiction, Mystery, 19th Century"
Going All In,Stephanie C. Lyons-Keeley,"October 17, 2017",4.05,44,359,28,
The Last Battle,C.S. Lewis,"September 4, 1956",4.01,308874,288,13296,"Fantasy, Fiction, Classics, Young Adult, Childrens, Christian, Middle Grade"
Sartoris,William Faulkner,"January 1, 1929",3.81,1643,467,123,"Fiction, Classics, Historical Fiction, Literature, Novels, American, Southern"
The Promised Land,Erich Maria Remarque,"January 1, 1998",4.11,858,436,56,"Fiction, Classics, Historical Fiction, German Literature, War, Literature, Drama"
Live and Let Die,Ian Fleming,"April 5, 1954",3.63,37194,229,2553,"Fiction, Thriller, Espionage, Mystery, Adventure, Classics, Audiobook"
The Holy Land,Pär Lagerkvist,"January 1, 1964",3.88,232,85,24,"Fiction, Literature, Scandinavian Literature, Swedish Literature, Nobel Prize, Sweden, Classics"
In an Antique Land,Amitav Ghosh,"January 1, 1993",3.86,3578,400,356,"History, Nonfiction, Travel, India, Egypt, Memoir, Middle East"
A Fire Upon the Deep,Vernor Vinge,"January 1, 1992",4.13,67270,613,3717,"Science Fiction, Fiction, Space Opera, Science Fiction Fantasy, Fantasy, Space, Audiobook"
The Christmas Shoes,Donna VanLiere,"January 1, 2001",4.23,38001,132,1615,"Christmas, Fiction, Holiday, Christian Fiction, Christian, Romance, Book Club"
Bee: The Princess of the Dwarfs,Anatole France,"January 1, 1883",3.58,333,80,48,"Fantasy, Classics, Fiction, Childrens, Adventure, Fairy Tales, France"
Bartosz Beda: Hear my voice,Bartosz Beda,"May 31, 2017",4.50,2,132,0,
The Nose,Catherine Cowan,"January 1, 1836",3.95,14085,31,523,"Classics, Short Stories, Russia, Fiction, Russian Literature, Literature, Humor"
Pilgrim at Sea,Pär Lagerkvist,"January 1, 1962",3.82,420,116,45,"Fiction, Classics, Literature, Scandinavian Literature, Sweden, Nobel Prize, Swedish Literature"
Microcosm: The Quantum Revolution In Economics And Technology,George Gilder,"January 1, 1989",4.32,76,432,4,"Economics, Technology, Business, Nonfiction, History, Science, Entrepreneurship"
Anywhere but Here,Mona Simpson,"December 12, 1986",3.56,3323,545,317,"Fiction, Coming Of Age, Novels, Literature, Adult Fiction, Contemporary, Family"
You Can Never Go Wrong By Being Kind: 101 Inspirational Stories of Kindness & Generosity,Zeal Okogeri,"July 19, 2017",4.50,4,480,2,
Il mondo nuovo / Ritorno al mondo nuovo,Aldous Huxley,"January 1, 1932",4.16,172301,344,2333,"Classics, Fiction, Science Fiction, Dystopia, Literature, Novels, Fantasy"
The Moving Finger,Agatha Christie,"July 1, 1942",3.85,59227,299,4983,"Mystery, Agatha Christie, Fiction, Crime, Classics, Audiobook, Mystery Thriller"
Ahasverus död,Pär Lagerkvist,"January 1, 1960",3.57,532,93,54,"Fiction, Sweden, Scandinavian Literature, Classics, Nobel Prize, Literature, Historical Fiction"
The Design of Everyday Things,Donald A. Norman,"January 1, 1988",4.15,48016,257,3550,"Design, Nonfiction, Business, Psychology, Science, Art, Engineering"
Main Street,Sinclair Lewis,"October 23, 1920",3.78,27014,454,1536,"Classics, Fiction, Literature, Historical Fiction, Novels, American, Book Club"
The Magic World,E. Nesbit,"January 1, 1912",3.85,677,256,87,"Fantasy, Short Stories, Fiction, Childrens, Classics, Audiobook, Young Adult"
The Lost Continent,Edgar Rice Burroughs,"January 1, 1916",3.64,2105,104,149,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Science Fiction Fantasy"
The Accidental Tourist,Anne Tyler,"August 12, 1985",3.89,109330,342,3453,"Fiction, Contemporary, Romance, Literary Fiction, Book Club, Novels, Adult Fiction"
The Very Hungry Caterpillar,Eric Carle,"June 3, 1969",4.35,550586,26,11884,"Picture Books, Childrens, Fiction, Classics, Animals, Food, Counting"
The Summoning,Kelley Armstrong,"July 1, 2008",4.03,176866,390,6909,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Supernatural, Romance, Magic"
