title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Dead Babies,Martin Amis,"January 1, 1975",3.37,6420,206,319,"Fiction, Thriller, Contemporary, Novels, Mystery, British Literature, 20th Century"
"Faust, Part Two",Johann Wolfgang von Goethe,"January 1, 1832",3.65,8864,304,502,"Classics, Fiction, Plays, Poetry, German Literature, Drama, Literature"
The Unquiet,John Connolly,"May 15, 2007",4.15,11146,418,649,"Thriller, Mystery, Crime, Fiction, Horror, Mystery Thriller, Paranormal"
Cabal,Clive Barker,"January 1, 1988",3.92,22736,358,1019,"Horror, Fiction, Fantasy, Short Stories, Dark Fantasy, Thriller, Supernatural"
The ThrillPlex Theater,Brandon Swarrow,"July 4, 2012",3.83,36,114,15,Horror
Sleep then my Princess,O.N. Stefan,"October 30, 2015",3.70,218,308,17,
The Great Gatsby,F. Scott Fitzgerald,"April 10, 1925",3.93,5998101,180,133306,"Classics, Fiction, School, Historical Fiction, Romance, Literature, Novels"
Hole Punch,Garth Simmons,"October 12, 2020",4.13,152,415,46,"Fiction, Science Fiction, Short Stories, Fantasy, Weird Fiction, Literature, Ebooks"
Angelfall,Susan Ee,"May 21, 2011",4.10,199548,326,18439,"Fantasy, Young Adult, Dystopia, Angels, Paranormal, Romance, Urban Fantasy"
Falling Angel,William Hjortsberg,"January 1, 1978",3.90,5875,302,688,"Horror, Fiction, Mystery, Thriller, Noir, Crime, Fantasy"
Cinema of Shadows,Michael  West,"August 9, 2011",3.75,334,298,62,"Horror, Paranormal, Fiction, Supernatural, Ghosts"
At the Mountains of Madness,H.P. Lovecraft,"January 1, 1936",3.78,65667,194,5748,"Horror, Fiction, Classics, Science Fiction, Fantasy, Audiobook, Lovecraftian"
Every Dead Thing,John Connolly,"May 11, 1999",3.95,33710,467,2491,"Mystery, Thriller, Crime, Fiction, Horror, Mystery Thriller, Suspense"
Glengarry Glen Ross,David Mamet,"January 1, 1983",3.87,18679,112,651,"Plays, Drama, Fiction, Theatre, Classics, American, School"
Spook House,Michael  West,"October 17, 2012",3.84,274,308,61,"Horror, Halloween, Fiction, Supernatural"
The Golden Sword,Janet E. Morris,"January 1, 1977",4.07,137,420,14,"Fantasy, Science Fiction, Dystopia, Heroic Fantasy, Dark Fantasy, Ebooks, Science Fiction Fantasy"
The Day of the Triffids,John Wyndham,"December 1, 1951",4.01,118613,228,6321,"Science Fiction, Fiction, Classics, Horror, Post Apocalyptic, Dystopia, Fantasy"
Delirium's Mistress,Tanith Lee,"January 1, 1985",4.21,861,416,60,"Fantasy, Fiction, High Fantasy, Dark Fantasy, Science Fiction, Sci Fi Fantasy, Science Fiction Fantasy"
WISHBONE...Be Careful What You Wish For,Brooklyn Hudson,"February 20, 2012",3.73,774,365,94,"Horror, Thriller, Mystery, Fiction, Paranormal, Suspense, Ebooks"
Sea Hearts,Margo Lanagan,"January 1, 2012",3.69,4418,343,960,"Fantasy, Young Adult, Fiction, Historical Fiction, Mermaids, Paranormal, Magical Realism"
"Faust, First Part",Johann Wolfgang von Goethe,"January 1, 1808",3.83,86931,327,2760,"Classics, Fiction, Plays, Poetry, German Literature, Drama, Literature"
Harvest Home,Thomas Tryon,"June 18, 1973",3.80,11469,401,1331,"Horror, Fiction, Gothic, Mystery, Classics, Thriller, Halloween"
The North Water,Ian McGuire,"February 11, 2016",3.98,35088,255,4126,"Historical Fiction, Fiction, Thriller, Historical, Adventure, Mystery, Crime"
The Carnelian Throne,Janet E. Morris,"January 1, 1979",3.96,97,Kindle,15,"Fantasy, Science Fiction, Fiction"
Pirates in Hell,Janet E. Morris,"April 10, 2017",4.75,36,439,7,"Fantasy, Pirates, Heroic Fantasy, Dark Fantasy"
The Fall,Guillermo del Toro,"September 16, 2010",3.83,40726,308,2626,"Horror, Vampires, Fiction, Fantasy, Thriller, Science Fiction, Paranormal"
John Dies at the End,David  Wong,"August 15, 2007",3.86,85238,362,8665,"Horror, Fiction, Fantasy, Humor, Science Fiction, Comedy, Audiobook"
Hollywood,Charles Bukowski,"January 1, 1989",3.81,27907,320,1386,"Fiction, Classics, Novels, Literature, American, The United States Of America, Humor"
Crime,Irvine Welsh,"July 3, 2008",3.65,6019,344,329,"Fiction, Crime, Thriller, Mystery, Scotland, Contemporary, Dark"
Malpertuis: The Classic Modern Gothic Novel,Jean Ray,"January 1, 1943",3.87,1546,172,234,"Horror, Gothic, Fiction, Fantasy, Classics, Weird Fiction, Belgium"
Time's Arrow,Martin Amis,"September 26, 1991",3.76,18185,165,1674,"Fiction, Historical Fiction, Literary Fiction, Novels, Literature, Holocaust, Fantasy"
Tempus Unbound,Janet E. Morris,"November 1, 1989",4.15,124,238,16,"Fantasy, Fiction"
The Culling,Anthony Hulse,"September 1, 2005",4.24,164,334,12,"Horror, Thriller, Paranormal, Fiction, Mystery, Fantasy, Suspense"
A Fine Balance,Rohinton Mistry,"January 1, 1995",4.38,161503,603,12631,"Fiction, Historical Fiction, India, Book Club, Indian Literature, Literary Fiction, Historical"
The Midwich Cuckoos,John Wyndham,"January 1, 1957",3.90,29757,220,2361,"Science Fiction, Horror, Fiction, Classics, Fantasy, Audiobook, Science Fiction Fantasy"
The Golden,Lucius Shepard,"April 1, 1993",3.48,688,200,71,"Horror, Vampires, Fantasy, Fiction, Mystery, Gothic, Historical Fiction"
"I, the Sun",Janet E. Morris,"January 1, 1983",4.20,463,558,84,"Historical Fiction, Fiction, Historical, Egypt, Ancient History, Classics, Fantasy"
Crank,Ellen Hopkins,"October 1, 2004",4.16,156306,537,10078,"Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Banned Books, Mental Health"
The Vegetarian,Han Kang,"October 30, 2007",3.65,409308,158,59448,"Horror, Contemporary, Literary Fiction, Asia, Audiobook, Mental Health, Novels"
Train Dreams,Denis Johnson,"January 1, 2002",3.89,45532,116,6147,"Fiction, Historical Fiction, Novella, Westerns, Literary Fiction, Audiobook, Short Stories"
Inferno,Dante Alighieri,"January 1, 1321",4.03,208804,490,10283,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School"
All Quiet on the Western Front,Erich Maria Remarque,"January 1, 1928",4.12,527197,296,23845,"Classics, Fiction, Historical Fiction, War, Historical, Literature, School"
The Witching Hour,Anne Rice,"October 1, 1990",4.10,125617,1216,5740,"Horror, Fantasy, Fiction, Paranormal, Witches, Supernatural, Gothic"
The Coma,Alex Garland,"June 17, 2004",3.39,9415,208,580,"Fiction, Horror, Mystery, Contemporary, Fantasy, Thriller, Novels"
Jingo,Terry Pratchett,"January 1, 1997",4.19,74330,461,2573,"Fantasy, Fiction, Humor, Comedy, Audiobook, Science Fiction Fantasy, Satire"
Night Shift,Stephen  King,"February 17, 1978",4.04,200429,409,7350,"Horror, Short Stories, Fiction, Thriller, Fantasy, Mystery, Anthologies"
The Forever War,Joe Haldeman,"December 1, 1974",4.14,182163,278,8624,"Science Fiction, Fiction, War, Classics, Space Opera, Science Fiction Fantasy, Military Fiction"
Mr. Monster,Dan Wells,"September 28, 2010",4.11,15401,288,1709,"Horror, Young Adult, Thriller, Fantasy, Fiction, Mystery, Paranormal"
Flowers for Algernon,Daniel Keyes,"April 1, 1966",4.24,811971,311,48615,"Fiction, Classics, Science Fiction, Young Adult, Psychology, Literature, Book Club"
And Then There Were None,Agatha Christie,"November 6, 1939",4.27,1649657,264,84942,"Mystery, Classics, Fiction, Agatha Christie, Thriller, Crime, Mystery Thriller"
The Taker,Alma Katsu,"April 14, 2011",3.67,8486,438,1383,"Fantasy, Paranormal, Historical Fiction, Romance, Fiction, Historical, Horror"
The Almost Moon,Alice Sebold,"January 1, 2007",2.73,40531,295,6185,"Fiction, Contemporary, Book Club, Adult Fiction, Drama, Audiobook, Adult"
The Murder of Roger Ackroyd,Agatha Christie,"June 7, 1926",4.26,357204,288,31958,"Mystery, Agatha Christie, Fiction, Classics, Crime, Mystery Thriller, Audiobook"
Occultation and Other Stories,Laird Barron,"July 1, 2010",4.06,4112,245,388,"Horror, Short Stories, Fiction, Weird Fiction, Lovecraftian, Fantasy, Anthologies"
Prince of Thorns,Mark  Lawrence,"August 2, 2011",3.83,124577,373,9165,"Fantasy, Fiction, Dark Fantasy, Epic Fantasy, High Fantasy, Audiobook, Adult"
King of Thorns,Mark  Lawrence,"August 1, 2012",4.18,71136,449,3461,"Fantasy, Fiction, Dark Fantasy, Epic Fantasy, Audiobook, High Fantasy, Post Apocalyptic"
