title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Novel with Cocaine,M. Agueev,"January 1, 1934",3.84,3659,204,270,"Fiction, Russia, Classics, Russian Literature, Literature, Drugs, Novels"
The Crossing,Cormac McCarthy,"June 1, 1994",4.17,48507,426,3877,"Fiction, Westerns, Historical Fiction, Literature, Novels, American, Classics"
Hannibal,Thomas  Harris,"June 8, 1999",3.82,118534,564,5122,"Horror, Fiction, Thriller, Crime, Mystery, Mystery Thriller, Suspense"
Blood and Guts in High School,Kathy Acker,"January 11, 1984",3.46,7239,165,988,"Fiction, Feminism, Classics, Novels, Literature, 20th Century, American"
Psycho,Robert Bloch,"April 10, 1959",4.13,78809,208,5347,"Horror, Classics, Fiction, Thriller, Mystery, Crime, Audiobook"
"Absalom, Absalom!",William Faulkner,"May 1, 1936",3.99,48468,316,3466,"Classics, Fiction, Literature, Novels, American, Historical Fiction, Southern Gothic"
The God of Small Things,Arundhati Roy,"April 1, 1997",3.96,330820,321,23370,"Fiction, India, Historical Fiction, Classics, Literary Fiction, Book Club, Contemporary"
The Golem,Gustav Meyrink,"January 1, 1915",3.82,9391,264,857,"Horror, Fiction, Classics, Fantasy, Gothic, German Literature, Literature"
A Portrait of the Artist as a Young Man,James Joyce,"December 16, 1916",3.64,165745,329,9521,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century"
The Left Hand of Darkness,Ursula K. Le Guin,"January 1, 1969",4.10,226736,304,21786,"Science Fiction, Fiction, Fantasy, Classics, Book Club, Science Fiction Fantasy, Queer"
The Dark Is Rising Sequence,Susan Cooper,"January 1, 1984",4.29,16618,1148,717,"Fantasy, Young Adult, Fiction, Childrens, Classics, Arthurian, Science Fiction Fantasy"
Parable of the Sower,Octavia E. Butler,"October 1, 1993",4.19,275618,345,32639,"Fiction, Science Fiction, Dystopia, Classics, Fantasy, Book Club, Audiobook"
Murder on the Orient Express,Agatha Christie,"January 1, 1934",4.20,746279,322,50350,"Mystery, Classics, Fiction, Agatha Christie, Crime, Mystery Thriller, Audiobook"
Junky,William S. Burroughs,"April 15, 1953",3.84,72212,166,3215,"Fiction, Classics, Drugs, Literature, Novels, American, Addiction"
Les Fleurs du Mal,Charles Baudelaire,"August 23, 1857",4.19,82554,365,3454,"Poetry, Classics, France, French Literature, Fiction, Literature, 19th Century"
Cocaine Nights,J.G. Ballard,"January 1, 1996",3.56,6802,328,420,"Fiction, Mystery, Crime, Thriller, British Literature, Literature, Dystopia"
Tempus With his Right-Side Companion Niko,Janet E. Morris,"April 1, 1987",4.13,264,277,19,"Fantasy, Fiction, Short Stories, Science Fiction, Sword and Sorcery"
Those Who Hunt the Night,Barbara Hambly,"January 1, 1988",3.87,5098,350,435,"Fantasy, Horror, Vampires, Mystery, Urban Fantasy, Fiction, Historical Fiction"
The Death of Bunny Munro,Nick Cave,"September 1, 2009",3.44,17937,288,1437,"Fiction, Contemporary, Thriller, Music, Novels, Literature, Australia"
Jude the Obscure,Thomas Hardy,"April 16, 1895",3.84,76596,310,4930,"Classics, Fiction, Literature, 19th Century, Victorian, Novels, British Literature"
Clown Girl,Monica Drake,"January 1, 2006",3.49,5443,297,380,"Fiction, Contemporary, Humor, Thriller, Dark, Novels, Mystery"
The Vampire Lestat,Anne Rice,"January 1, 1985",4.11,218748,481,7471,"Horror, Fantasy, Vampires, Fiction, Paranormal, Gothic, Supernatural"
Desperation,Stephen  King,"September 24, 1996",3.86,154708,547,4792,"Horror, Fiction, Thriller, Fantasy, Suspense, Supernatural, Paranormal"
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,"June 28, 2005",3.85,28616,245,1363,"Nonfiction, Music, Memoir, Pop Culture, Humor, Essays, Travel"
Save Yourself,Kelly Braffet,"August 6, 2013",3.48,3928,320,531,"Fiction, Thriller, Mystery Thriller, Mystery, Dark, Contemporary, Suspense"
The Lottery,Shirley Jackson,"June 26, 1948",4.03,114515,30,8535,"Short Stories, Classics, Horror, Fiction, Dystopia, School, Read For School"
Beauty Beyond Death,Anthony Hulse,"January 30, 2019",4.24,21,250,2,
4 3 2 1,Paul Auster,"January 31, 2017",3.97,38046,866,5188,"Fiction, Historical Fiction, Contemporary, Literary Fiction, Novels, American, Americana"
Mother Night,Kurt Vonnegut Jr.,"February 1, 1961",4.24,107679,288,6013,"Fiction, Classics, Historical Fiction, War, Literature, Novels, Humor"
The End of Everything,Megan Abbott,"July 7, 2011",3.35,16126,246,2032,"Fiction, Mystery, Young Adult, Thriller, Contemporary, Mystery Thriller, Crime"
Brighton Rock,Graham Greene,"January 1, 1938",3.69,36579,269,2500,"Fiction, Classics, Crime, Mystery, Thriller, Literature, British Literature"
Moon Palace,Paul Auster,"February 1, 1989",3.98,29741,320,1841,"Fiction, American, Contemporary, Novels, The United States Of America, Classics, Literature"
The Scar,China Miéville,"June 1, 2002",4.19,35077,578,2291,"Fantasy, Fiction, Science Fiction, Steampunk, New Weird, Weird Fiction, Science Fiction Fantasy"
Last Exit to Brooklyn,Hubert Selby Jr.,"January 1, 1964",3.95,32640,290,1855,"Fiction, Classics, Contemporary, Novels, Thriller, New York, American"
War and Peace,Leo Tolstoy,"January 1, 1869",4.17,370092,1392,21113,"Classics, Fiction, Historical Fiction, Russia, Russian Literature, Literature, War"
Norwegian Wood,Haruki Murakami,"September 4, 1987",3.99,744231,296,61199,"Fiction, Romance, Japan, Japanese Literature, Contemporary, Classics, Novels"
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,"January 1, 1963",4.30,30317,406,789,"Horror, Fiction, Short Stories, Classics, Fantasy, Science Fiction, Lovecraftian"
Hawthorne's Short Stories,Nathaniel Hawthorne,"January 1, 1946",4.09,1410,384,64,"Short Stories, Classics, Fiction, Literature, Gothic, American, Horror"
Vein Fire,Lucia  Adams,"November 1, 2012",3.96,178,368,28,"Mental Illness, Fiction, Mental Health, Psychology, Addiction, Young Adult, Contemporary"
Music City Macabre,Bob  Williams,"December 4, 2015",4.11,57,197,23,"Post Apocalyptic, Zombies, Fiction, Fantasy, Science Fiction, Horror"
The Theater of Dusk,Lizbeth Gabriel,"January 15, 2014",3.93,42,100,17,"Short Stories, Horror"
The Fever,Megan Abbott,"June 17, 2014",3.10,26873,307,3339,"Fiction, Mystery, Young Adult, Thriller, Horror, Contemporary, Mystery Thriller"
The Family Tree,Steph Mullin,"June 10, 2021",3.60,2101,400,472,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Crime"
Dead by Morning,Kayla Krantz,"May 1, 2015",3.74,399,352,167,"Horror, Thriller, Young Adult, Paranormal, Dark, Mystery, Romance"
Replay,Ken Grimwood,"January 1, 1987",4.15,45751,311,5000,"Fiction, Science Fiction, Time Travel, Fantasy, Audiobook, Book Club, Romance"
So it Goes: a Tribute to Kurt Vonnegut,Max Booth III,"March 28, 2013",4.47,15,279,4,
The Demon,Hubert Selby Jr.,"January 1, 1976",3.90,3571,312,250,"Fiction, Horror, Literature, Thriller, Novels, Dark, Literary Fiction"
Moon Tiger,Penelope Lively,"January 1, 1987",3.91,19761,224,1988,"Fiction, Historical Fiction, Literary Fiction, Book Club, Classics, War, British Literature"
The Squatter: An Old Castle Novel,Jonathan  Dunne,"December 30, 2021",3.86,681,449,121,"Horror, Mystery, Suspense, Thriller, Paranormal, Occult, Supernatural"
Narcopolis,Jeet Thayil,"January 31, 2012",3.44,7966,292,920,"Fiction, India, Indian Literature, Historical Fiction, Asia, Novels, Literary Fiction"
Western Palaces,Logan Ryan Smith,"January 15, 2016",4.41,34,234,8,"Fiction, Horror, Novels, Science Fiction"
The Haunting of Alaizabel Cray,Chris Wooding,"June 15, 2001",3.96,4357,292,362,"Fantasy, Young Adult, Horror, Steampunk, Fiction, Paranormal, Supernatural"
Journal of the Alleda: World circumnavigation in a 25 year old 'unsuitable' yacht,Philip Corridan,"June 26, 2020",5.00,15,437,0,
Spellbound in His Arms,Angel Sefer,"June 21, 2013",3.87,373,156,70,"Mystery, Romance, Mystery Romance, Romantic Suspense, Romantic Mystery, Mystery Thriller, Suspense"
The Terror,Dan Simmons,"January 8, 2007",4.09,75839,835,8224,"Horror, Historical Fiction, Fiction, Fantasy, Thriller, Historical, Adventure"
Books of Blood: Volumes One to Three,Clive Barker,"January 1, 1984",4.19,30177,507,1187,"Horror, Short Stories, Fiction, Fantasy, Anthologies, Thriller, Collections"
Choices: Arrival of the Fourth Generation,Coleen Liebsch,"August 29, 2016",4.75,16,367,3,
Nobody Move,Denis Johnson,"January 1, 2009",3.36,5253,196,749,"Fiction, Crime, Noir, Mystery, Thriller, Novels, Audiobook"
Uncle Silas,J. Sheridan Le Fanu,"December 1, 1864",3.74,7245,477,685,"Classics, Gothic, Horror, Fiction, Mystery, 19th Century, Victorian"
The Magician King,Lev Grossman,"August 9, 2011",3.93,106158,432,7518,"Fantasy, Fiction, Magic, Audiobook, Urban Fantasy, Science Fiction Fantasy, Young Adult"
Dubliners,James Joyce,"June 15, 1914",3.83,179833,352,11973,"Classics, Fiction, Short Stories, Ireland, Irish Literature, Literature, 20th Century"
Piercing,Ryū Murakami,"December 1, 1994",3.68,20550,184,3009,"Horror, Fiction, Japan, Japanese Literature, Thriller, Crime, Mystery"
Noctuary,Thomas Ligotti,"February 28, 1994",3.92,2335,208,272,"Horror, Short Stories, Fiction, Weird Fiction, Fantasy, Lovecraftian, Collections"
The House on the Strand,Daphne du Maurier,"January 1, 1969",3.82,14976,329,1735,"Fiction, Classics, Time Travel, Historical Fiction, Science Fiction, Fantasy, Mystery"
A Monster Calls,Patrick Ness,"May 5, 2011",4.34,292598,226,45410,"Fantasy, Young Adult, Fiction, Horror, Middle Grade, Contemporary, Magical Realism"
Abyss of Sinners,Anthony Hulse,"June 28, 2018",4.65,20,325,1,
Kiss Kiss,Roald Dahl,"January 1, 1959",4.06,10546,233,809,"Short Stories, Fiction, Horror, Classics, Humor, Fantasy, Book Club"
Little Birds,Anaïs Nin,"January 1, 1979",3.68,14115,148,1199,"Fiction, Erotica, Short Stories, Classics, Romance, Sexuality, Literature"
Hope: A Tragedy,Shalom Auslander,"January 1, 2012",3.45,5551,292,903,"Fiction, Humor, Jewish, Book Club, Holocaust, Contemporary, Literary Fiction"
Concrete Island,J.G. Ballard,"April 1, 1974",3.67,10534,176,799,"Fiction, Science Fiction, Novels, Dystopia, Thriller, Literature, British Literature"
Queer,William S. Burroughs,"November 1, 1985",3.48,24118,160,2786,"Fiction, Queer, Classics, LGBT, American, Novels, Literature"
Dark Matter,Blake Crouch,"July 26, 2016",4.13,753671,352,90559,"Science Fiction, Fiction, Thriller, Book Club, Mystery, Audiobook, Mystery Thriller"
The Room,Hubert Selby Jr.,"January 1, 1971",3.70,6649,288,315,"Fiction, Horror, Thriller, Dark, Mystery, Classics, Crime"
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,"July 20, 2003",3.74,72959,272,3983,"Nonfiction, Essays, Humor, Pop Culture, Music, Cultural, Memoir"
The Soft Machine,William S. Burroughs,"January 1, 1961",3.43,7121,184,496,"Fiction, Science Fiction, Literature, Classics, Novels, American, Queer"
Maldoror and the Complete Works,Comte de Lautréamont,"January 1, 1869",4.25,3990,347,217,"Poetry, Fiction, France, Classics, Horror, Literature, French Literature"
Ender’s Game,Orson Scott Card,"January 15, 1985",4.31,1484539,324,54307,"Science Fiction, Fiction, Young Adult, Fantasy, Classics, Science Fiction Fantasy, Dystopia"
Audition,Ryū Murakami,"December 1, 1997",3.58,22140,208,2787,"Horror, Fiction, Thriller, Japan, Japanese Literature, Mystery, Contemporary"
