title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Up from Slavery,Booker T. Washington,"January 1, 1900",4.11,36429,224,2571,"History, Biography, Nonfiction, Classics, Memoir, Autobiography, African American"
Beyond Good and Evil,Friedrich Nietzsche,"January 1, 1886",4.03,116047,240,4408,"Philosophy, Nonfiction, Classics, Psychology, German Literature, Religion, History"
Dances with Wolves,Michael Blake,"January 1, 1988",4.24,29247,304,994,"Historical Fiction, Fiction, Westerns, Classics, Historical, Adventure, Native American"
The Snow Goose,Paul Gallico,"January 1, 1941",4.15,5759,80,793,"Fiction, Classics, Historical Fiction, Short Stories, Animals, War, Childrens"
The Sheltering Sky,Paul Bowles,"January 1, 1949",3.88,31041,342,2523,"Fiction, Classics, Africa, Travel, Novels, Literature, Historical Fiction"
Dark Places,Gillian Flynn,"April 25, 2009",3.94,848220,424,50513,"Mystery, Thriller, Fiction, Mystery Thriller, Crime, Suspense, Book Club"
Papéis Avulsos,Machado de Assis,"January 1, 1882",4.17,955,324,56,"Classics, Fiction, Short Stories, Literature, Brazil, Portuguese Literature"
Solaris,Stanisław Lem,"January 1, 1961",3.98,133629,214,9996,"Science Fiction, Fiction, Classics, Polish Literature, Philosophy, Audiobook, Fantasy"
The Agricola and The Germania,Tacitus,"January 1, 98",3.97,6195,174,320,"History, Classics, Nonfiction, Ancient History, Biography, Roman, Ancient"
Alanna: The First Adventure,Tamora Pierce,"September 1, 1983",4.27,137358,274,6798,"Fantasy, Young Adult, Fiction, Magic, Adventure, Middle Grade, Young Adult Fantasy"
Watchers,Dean Koontz,"January 1, 1987",4.19,172708,624,5728,"Horror, Fiction, Thriller, Science Fiction, Mystery, Suspense, Fantasy"
Because of Winn-Dixie,Kate DiCamillo,"March 1, 2000",4.10,281480,182,12770,"Fiction, Middle Grade, Childrens, Realistic Fiction, Young Adult, Classics, Animals"
Stargirl,Jerry Spinelli,"June 30, 2000",3.77,337152,186,17588,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens"
In the Woods,Tana French,"May 17, 2007",3.78,443321,429,31130,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Ireland, Book Club"
The Call of Cthulhu,H.P. Lovecraft,"February 1, 1928",4.01,120400,43,7183,"Horror, Classics, Fiction, Short Stories, Fantasy, Science Fiction, Lovecraftian"
Corduroy,Don Freeman,"January 1, 1968",4.33,230363,32,3513,"Picture Books, Childrens, Fiction, Classics, Animals, Friendship, Fantasy"
Paradise,Toni Morrison,"December 24, 1997",3.87,29376,318,1998,"Fiction, Classics, Historical Fiction, African American, Literary Fiction, Literature, Feminism"
The Hotel New Hampshire,John Irving,"January 1, 1981",3.93,69301,520,2371,"Fiction, Contemporary, Classics, Literature, Literary Fiction, Novels, American"
Holy Bible: New International Version,Anonymous,"February 1, 1985",4.63,98407,1213,3844,"Religion, Christian, Nonfiction, Classics, Christianity, Reference, Theology"
The Cost of Discipleship,Dietrich Bonhoeffer,"January 1, 1937",4.29,50935,320,2094,"Christian, Theology, Christianity, Religion, Nonfiction, Faith, Christian Living"
The Souls of Black Folk,W.E.B. Du Bois,"April 18, 1903",4.31,45329,288,2513,"Nonfiction, History, Classics, Race, Essays, Philosophy, Sociology"
The Lathe of Heaven,Ursula K. Le Guin,"May 1, 1971",4.13,90401,176,8557,"Science Fiction, Fiction, Fantasy, Classics, Dystopia, Science Fiction Fantasy, Book Club"
"Clarissa, or, The History of a Young Lady",Samuel Richardson,"January 1, 1748",3.40,8584,1536,520,"Classics, Fiction, 18th Century, Literature, Romance, Novels, British Literature"
The Betrothed,Alessandro Manzoni,"January 1, 1827",3.88,18027,720,1320,"Classics, Fiction, Historical Fiction, Italian Literature, Italy, Literature, Romance"
Pelle the Conqueror,Martin Andersen Nexø,"January 1, 1910",4.00,310,820,12,"Fiction, Danish, Classics, Literature, Historical Fiction, Scandinavian Literature, Denmark"
Dimensional Adventures With Arabella: A 5th Dimension Butterfly Fairy from The Land of Rom (A Journey to the 4th Dimension Rad Bad Beetle Jamboree),Karen Dowers,"July 23, 2017",4.78,9,212,6,
The Celtic Twilight: Faerie and Folklore,W.B. Yeats,"January 1, 1893",4.02,3377,128,243,"Poetry, Classics, Mythology, Folklore, Fantasy, Ireland, Fiction"
The Hunt for Red October,Tom Clancy,"October 28, 1984",4.12,390006,432,4786,"Fiction, Thriller, Mystery, Military Fiction, Suspense, Espionage, Adventure"
Lost Horizon,James Hilton,"January 1, 1933",3.95,25321,224,2355,"Fiction, Classics, Fantasy, Adventure, Historical Fiction, Literature, Travel"
Fortunata and Jacinta,Benito Pérez Galdós,"January 1, 1887",4.28,2985,818,336,"Classics, Fiction, Spain, Spanish Literature, 19th Century, Literature, Historical Fiction"
Goya,Lion Feuchtwanger,"January 1, 1951",4.32,1703,568,69,"Historical Fiction, Art, Classics, Fiction, German Literature, Germany, Spain"
Paris Spleen: Little Poems in Prose,Charles Baudelaire,"January 1, 1857",4.23,15638,124,830,"Poetry, Classics, France, French Literature, Fiction, Literature, 19th Century"
Bödeln,Pär Lagerkvist,"June 26, 1998",3.53,1269,78,78,"Classics, Swedish Literature, Fiction, Nobel Prize, Scandinavian Literature, Sweden, Historical Fiction"
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"January 1, 1987",4.28,329022,416,12319,"Fiction, Historical Fiction, Classics, LGBT, Queer, Book Club, Historical"
Uncle Vanya,Anton Chekhov,"January 2, 1897",3.86,31662,116,1893,"Plays, Classics, Russia, Drama, Fiction, Russian Literature, Theatre"
Misty of Chincoteague,Marguerite Henry,"January 1, 1947",4.07,47849,176,1674,"Childrens, Fiction, Classics, Horses, Animals, Young Adult, Historical Fiction"
Twelve Angry Men,Reginald Rose,"January 1, 1954",4.07,38118,96,2622,"Plays, Classics, Fiction, Drama, School, Theatre, Read For School"
Perrault's Fairy Tales,Charles Perrault,"July 30, 1697",4.10,15222,128,724,"Classics, Fantasy, Fairy Tales, Fiction, Short Stories, France, Childrens"
Oliver Wiswell,Kenneth Roberts,"January 1, 1940",4.28,510,836,72,"Historical Fiction, Fiction, American Revolution, American History, American Revolutionary War, Classics, Historical"
Primeiras Estórias,João Guimarães Rosa,"January 1, 1962",4.30,1757,176,118,"Short Stories, Brazil, Fiction, Classics, Literature, Portuguese Literature, 20th Century"
"Catherine, Called Birdy",Karen Cushman,"May 23, 1994",3.74,43422,224,2308,"Historical Fiction, Young Adult, Fiction, Historical, Middle Grade, Childrens, Medieval"
Jaws,Peter Benchley,"January 1, 1974",3.94,180591,368,8335,"Horror, Fiction, Thriller, Classics, Adventure, Audiobook, Suspense"
The Second Sex,Simone de Beauvoir,"January 1, 1949",4.18,47938,762,3037,"Feminism, Nonfiction, Philosophy, Classics, Womens, France, Gender"
Goblin Market and Other Poems,Christina Rossetti,"January 1, 1862",4.03,5663,68,455,"Poetry, Classics, Fantasy, Fiction, 19th Century, Victorian, Gothic"
Poirot investiga,Agatha Christie,"March 1, 1924",3.88,76080,237,4743,"Mystery, Agatha Christie, Fiction, Short Stories, Crime, Classics, Audiobook"
The Egg and I,Betty MacDonald,"October 3, 1945",3.88,10334,288,1157,"Memoir, Humor, Nonfiction, Biography, Classics, Biography Memoir, Book Club"
Sarah's Key,Tatiana de Rosnay,"September 1, 2006",4.18,497445,294,32425,"Historical Fiction, Fiction, Book Club, Holocaust, Historical, World War II, France"
The Chrysalids,John Wyndham,"January 1, 1955",3.93,62721,200,4016,"Science Fiction, Fiction, Classics, Dystopia, Fantasy, Post Apocalyptic, Young Adult"
Through the Looking-Glass,Lewis Carroll,"January 1, 1871",4.01,144323,171,5419,"Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Middle Grade"
The Thief and the Dogs,Naguib Mahfouz,"January 1, 1961",3.65,12671,160,1545,"Fiction, Egypt, Classics, Novels, Literature, Africa, Middle East"
The Cherry Orchard,Anton Chekhov,"January 1, 1903",3.69,45946,96,2255,"Plays, Classics, Drama, Russia, Fiction, Russian Literature, Theatre"
Survival in Auschwitz,Primo Levi,"January 1, 1947",4.35,88002,187,4504,"Nonfiction, History, Holocaust, Memoir, Classics, Biography, World War II"
Shantaram,Gregory David Roberts,"January 1, 2003",4.28,242323,936,18742,"Fiction, India, Travel, Historical Fiction, Adventure, Contemporary, Novels"
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore,"October 20, 1991",4.34,33504,480,997,"History, Nonfiction, Military Fiction, War, Military History, American History, Biography"
The Painted Veil,W. Somerset Maugham,"April 1, 1925",3.98,52348,246,5215,"Classics, Fiction, Historical Fiction, Romance, China, Book Club, Historical"
Hawaii,James A. Michener,"November 12, 1959",4.22,81909,1136,2379,"Historical Fiction, Fiction, Historical, Classics, Travel, Novels, Epic"
Bonjour tristesse,Françoise Sagan,"March 15, 1954",3.74,75206,154,7371,"Classics, Fiction, France, French Literature, Summer, Romance, Coming Of Age"
Paper Towns,John Green,"October 16, 2008",3.70,1500579,305,59111,"Young Adult, Fiction, Contemporary, Romance, Mystery, Realistic Fiction, Coming Of Age"
"Proud Knight, Fair Lady: The Twelve Lais of Marie de France",Marie de France,"January 1, 1160",3.83,10154,100,767,"Classics, Poetry, Medieval, Fiction, France, Short Stories, School"
The Comedy of Errors,William Shakespeare,"January 1, 1594",3.72,34916,112,2401,"Classics, Plays, Shakespeare, Drama, Fiction, Theatre, Literature"
The Murders in the Rue Morgue,Edgar Allan Poe,"April 1, 1841",3.79,43964,38,2723,"Classics, Mystery, Short Stories, Fiction, Horror, Crime, Gothic"
Marathon Man,William Goldman,"April 1, 1974",4.11,21797,236,729,"Fiction, Thriller, Mystery, Mystery Thriller, Crime, Classics, Suspense"
Deliverance,James Dickey,"January 1, 1970",3.89,34090,278,1830,"Fiction, Classics, Thriller, Horror, Adventure, Literature, Audiobook"
Rikki-Tikki-Tavi,Rudyard Kipling,"January 1, 1894",3.91,17980,48,676,"Classics, Childrens, Fiction, Picture Books, Short Stories, Animals, Young Adult"
Cryptonomicon,Neal Stephenson,"May 1, 1999",4.23,117382,1152,6404,"Fiction, Science Fiction, Historical Fiction, Cyberpunk, Thriller, Historical, Audiobook"
Oranges Are Not the Only Fruit,Jeanette Winterson,"March 21, 1985",3.73,94419,176,7671,"Fiction, LGBT, Queer, Classics, Contemporary, Lesbian, Literary Fiction"
The Quiet Game,Greg Iles,"August 30, 1999",4.23,42050,580,2792,"Mystery, Fiction, Thriller, Mystery Thriller, Crime, Suspense, Audiobook"
The Way West,A.B. Guthrie Jr.,"January 1, 1949",3.95,5930,352,378,"Fiction, Westerns, Historical Fiction, Classics, Historical, Adventure, Literature"
The Winds of War,Herman Wouk,"November 15, 1971",4.38,59766,898,1999,"Historical Fiction, Fiction, World War II, War, Historical, Classics, Audiobook"
The Thorn Birds,Colleen McCullough,"April 1, 1977",4.25,366533,704,9208,"Fiction, Historical Fiction, Romance, Classics, Australia, Historical, Historical Romance"
The Yacoubian Building,Alaa Al Aswany,"January 1, 2002",3.72,23338,256,2058,"Fiction, Egypt, Middle East, Africa, Novels, Literature, Historical Fiction"
The Iron King,Maurice Druon,"April 25, 1955",4.09,23491,368,1745,"Historical Fiction, Fiction, Fantasy, Historical, France, Medieval, Classics"
Chronicle of a Death Foretold,Gabriel García Márquez,"January 1, 1981",3.97,240832,120,15850,"Fiction, Classics, Magical Realism, School, Spanish Literature, Literature, Novels"
Play It As It Lays,Joan Didion,"January 1, 1970",3.90,93616,231,12173,"Fiction, Classics, Literary Fiction, Contemporary, Feminism, Novels, Book Club"
"Cilvēks, kas smejas",Victor Hugo,"April 1, 1869",4.25,15180,641,1115,"Classics, Fiction, France, Historical Fiction, French Literature, Novels, Literature"
Boy's Life,Robert McCammon,"August 1, 1991",4.41,42666,580,5332,"Horror, Fiction, Fantasy, Mystery, Coming Of Age, Historical Fiction, Magical Realism"
Le Petit Nicolas,René Goscinny,"March 1, 1959",4.14,41168,167,1138,"France, Fiction, Childrens, Classics, Humor, French Literature, School"
Todos os Nomes,José Saramago,"January 1, 1997",3.91,24517,280,2044,"Fiction, Portugal, Literature, Nobel Prize, Novels, Portuguese Literature, Magical Realism"
Five Children and It,E. Nesbit,"January 1, 1902",3.85,28384,237,1670,"Fantasy, Classics, Childrens, Fiction, Middle Grade, Adventure, Young Adult"
The Girl Who Kicked the Hornet’s Nest,Stieg Larsson,"May 1, 2007",4.25,780470,566,33023,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Audiobook"
Follow the River,James Alexander Thom,"October 14, 1980",4.23,23585,406,2829,"Historical Fiction, Fiction, Book Club, Historical, Adventure, Survival, Audiobook"
The Curious Case of Benjamin Button,F. Scott Fitzgerald,"May 27, 1922",3.57,79358,56,7167,"Classics, Fiction, Short Stories, Fantasy, Audiobook, American, Science Fiction"
Long Day’s Journey into Night,Eugene O'Neill,"January 1, 1956",4.06,43268,179,1668,"Plays, Classics, Drama, Fiction, Theatre, American, Literature"
Cymbeline,William Shakespeare,"January 1, 1610",3.60,12066,98,1004,"Plays, Shakespeare, Classics, Drama, Fiction, Theatre, Poetry"
The Glass Castle,Jeannette Walls,"March 1, 2005",4.33,1377333,288,73051,"Nonfiction, Memoir, Book Club, Biography, Biography Memoir, Audiobook, Autobiography"
Le Petit Chose,Alphonse Daudet,"January 1, 1868",3.71,1942,445,117,"Classics, France, Fiction, French Literature, Roman, Literature, Novels"
Man of the Family,Ralph Moody,"January 1, 1951",4.53,3611,272,331,"Biography, Nonfiction, Classics, Westerns, Childrens, Memoir, History"
The Gadfly,Ethel Lilian Voynich,"June 1, 1897",4.20,12854,270,1033,"Fiction, Classics, Novels, Historical Fiction, Literature, Irish Literature, Italy"
Red Storm Rising,Tom Clancy,"August 28, 1986",4.21,85273,725,1629,"Fiction, Thriller, Military Fiction, War, Action, Historical Fiction, Espionage"
La vida es sueño,Pedro Calderón de la Barca,"January 1, 1635",3.93,28410,207,1587,"Plays, Classics, Spanish Literature, Drama, Fiction, Theatre, Spain"
Dolores Claiborne,Stephen  King,"November 1, 1992",3.95,172464,324,6869,"Horror, Fiction, Thriller, Mystery, Audiobook, Crime, Suspense"
My Name Is Red,Orhan Pamuk,"January 1, 1998",3.87,61894,417,5805,"Fiction, Historical Fiction, Mystery, Literature, Turkish, Novels, Turkish Literature"
Exile and the Kingdom,Albert Camus,"January 1, 1957",3.83,16086,213,1120,"Fiction, Short Stories, Philosophy, Classics, France, French Literature, Literature"
Orphan Train,Christina Baker Kline,"April 2, 2013",4.20,466737,278,33336,"Historical Fiction, Book Club, Fiction, Historical, Adult, Adult Fiction, Audiobook"
The Alexandria Quartet,Lawrence Durrell,"January 1, 1960",4.18,12268,884,569,"Fiction, Classics, Historical Fiction, Literature, Novels, Egypt, Literary Fiction"
The October Country,Ray Bradbury,"January 1, 1955",4.09,21868,334,2158,"Horror, Short Stories, Fiction, Fantasy, Science Fiction, Classics, Halloween"
A Thousand Splendid Suns,Khaled Hosseini,"May 1, 2007",4.46,1760448,372,95648,"Fiction, Historical Fiction, Book Club, Contemporary, Historical, Classics, Novels"
A Tangled Web,L.M. Montgomery,"January 1, 1931",3.86,5880,257,590,"Classics, Fiction, Historical Fiction, Young Adult, Romance, Historical, Canada"
Eragon,Christopher Paolini,"June 1, 2002",3.97,1955216,503,32931,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy"
He Knew He Was Right,Anthony Trollope,"January 1, 1869",3.88,6075,952,264,"Classics, Fiction, Victorian, 19th Century, Literature, Historical Fiction, British Literature"
"Eat, Pray, Love",Elizabeth Gilbert,"February 16, 2006",3.65,1852074,368,61106,"Nonfiction, Memoir, Travel, Book Club, Biography, Romance, Chick Lit"
The Songlines,Bruce Chatwin,"January 1, 1987",3.96,12528,304,931,"Travel, Nonfiction, Australia, History, Anthropology, Memoir, Adventure"
Twenty Years After,Alexandre Dumas,"January 1, 1845",4.09,26045,845,972,"Classics, Fiction, Historical Fiction, Adventure, France, Historical, French Literature"
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,"January 1, 1974",4.06,154877,687,5900,"True Crime, Nonfiction, Crime, History, Horror, Audiobook, Biography"
Angels & Demons,Dan    Brown,"May 1, 2000",3.96,3417122,736,38103,"Fiction, Mystery, Thriller, Mystery Thriller, Suspense, Adventure, Crime"
Caravans,James A. Michener,"January 1, 1963",4.12,9501,320,696,"Historical Fiction, Fiction, Historical, Adventure, Middle East, Novels, Book Club"
Taras Bulba,Nikolai Gogol,"January 1, 1835",3.73,14714,228,756,"Classics, Fiction, Russia, Russian Literature, Historical Fiction, Novels, Literature"
Typhoon,Joseph Conrad,"January 1, 1902",3.64,4610,142,457,"Fiction, Classics, Adventure, Literature, Audiobook, Novella, Novels"
The Bourne Identity,Robert Ludlum,"February 4, 1980",4.05,442323,566,5887,"Fiction, Thriller, Mystery, Espionage, Suspense, Mystery Thriller, Action"
The Gold Bug,Edgar Allan Poe,"June 21, 1843",3.70,7597,86,462,"Classics, Short Stories, Fiction, Mystery, Horror, 19th Century, Adventure"
The Night Before Christmas,Clement Clarke Moore,"December 23, 1823",4.40,128587,32,3199,"Christmas, Picture Books, Childrens, Classics, Poetry, Fiction, Holiday"
Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,"October 20, 1945",4.43,32774,464,1531,"Classics, Fiction, Historical Fiction, German Literature, War, Romance, Historical"
A Rose for Emily,William Faulkner,"April 30, 1930",3.82,14258,36,1245,"Short Stories, Classics, Fiction, Horror, Gothic, School, Read For School"
Um artista da fome / A construção,Franz Kafka,"January 1, 1998",4.04,248,120,19,"Short Stories, Fiction, Literature, German Literature"
Pat of Silver Bush,L.M. Montgomery,"January 1, 1933",3.93,7800,278,440,"Classics, Fiction, Young Adult, Historical Fiction, Childrens, Historical, Canada"
Freedom,Jonathan Franzen,"August 31, 2010",3.80,176025,562,15439,"Fiction, Book Club, Contemporary, Literary Fiction, Novels, Literature, American"
Dead Poets Society,N.H. Kleinbaum,"January 1, 1988",4.17,159124,166,17576,"Classics, Dark Academia, Fiction, Young Adult, Contemporary, Poetry, Coming Of Age"
