title,author,original_publish_date,rating,number_of_ratings,number_of_pages,number_of_reviews,genres
Thaïs,Anatole France,"January 1, 1890",3.68,1657,175,226,"Fiction, Classics, France, French Literature, Historical Fiction, Novels, Religion"
The Colour Out of Space,H.P. Lovecraft,"March 1, 1927",4.05,21567,78,2113,"Horror, Short Stories, Fiction, Classics, Science Fiction, Lovecraftian, Fantasy"
Martin Luther's Ninety-Five Theses,Martin Luther,"October 31, 1517",3.90,2503,348,227,"Religion, History, Theology, Classics, Nonfiction, Philosophy, Christianity"
The Black Cat,Edgar Allan Poe,"January 1, 1843",4.03,58308,24,4837,"Classics, Horror, Short Stories, Fiction, Gothic, Mystery, School"
La reina estrangulada,Maurice Druon,"January 1, 1955",4.17,12961,230,714,"Historical Fiction, Fiction, Historical, France, Medieval, Classics, Fantasy"
Tarzan and the Forbidden City,Edgar Rice Burroughs,"January 1, 1938",3.72,1556,191,56,"Fantasy, Adventure, Fiction, Classics, Action, Pulp, Science Fiction"
Rolf in the Woods: The Adventures of a Boy Scout With Indian Quonab and Little Dog Skookum,Ernest Thompson Seton,"January 1, 1911",4.26,198,472,16,"Young Adult, Historical Fiction, Adventure, Classics, Fiction"
Incognito: The More Things Change,Paul Sunn,"June 28, 2018",5.00,2,55,0,
Penguin Island,Anatole France,"January 1, 1908",3.65,2266,280,302,"Fiction, Classics, France, French Literature, Literature, Nobel Prize, Satire"
Queen of Scots: The True Life of Mary Stuart,John Guy,"January 19, 2004",3.94,5533,560,537,"History, Nonfiction, Biography, Scotland, Historical, Royalty, Audiobook"
Pierre: A Cautionary Tale in Five Chapters and a Prologue,Maurice Sendak,"January 1, 1962",4.26,9925,48,281,"Picture Books, Childrens, Fiction, Poetry, Classics, Humor, Fantasy"
Spring Awakening,Frank Wedekind,"October 1, 1891",3.81,14527,71,785,"Plays, Classics, Drama, Theatre, German Literature, Fiction, School"
Leaving Cheyenne,Larry McMurtry,"January 1, 1962",4.06,4190,304,363,"Fiction, Westerns, Historical Fiction, Historical, Literature, Novels, Audiobook"
Jassy,Norah Lofts,"January 1, 1944",4.02,363,255,37,"Historical Fiction, Fiction, Gothic, Fantasy, Historical, Horror, Romance"
Indian Boyhood,Charles Alexander Eastman,"January 1, 1902",4.07,414,150,47,"History, Nonfiction, Memoir, Native American, Biography, Indigenous, Classics"
Stories Of Legends Who Shaped Our Lives-Legends Over Generations,Ashraf Haggag,"May 4, 2018",4.00,4,Kindle,3,
Riders in the Chariot,Patrick White,"January 1, 1961",4.00,1027,643,135,"Fiction, Australia, Classics, Novels, Literature, 20th Century, Nobel Prize"
Rinkitink in Oz,L. Frank Baum,"June 20, 1916",3.77,6993,318,373,"Fantasy, Classics, Childrens, Fiction, Young Adult, Adventure, Ebooks"
"The Last Days of Disco, With Cocktails at Petrossian Afterwards",Whit Stillman,"January 1, 2000",3.85,305,339,42,"Fiction, New York, Film, Novels, Adult Fiction, Literary Fiction"
The Autumn of the Patriarch,Gabriel García Márquez,"January 1, 1975",3.86,26961,255,2097,"Fiction, Classics, Magical Realism, Novels, Literature, Latin American, Latin American Literature"
Tarzan Triumphant,Edgar Rice Burroughs,"January 1, 1931",3.72,1311,192,53,"Fantasy, Adventure, Fiction, Classics, Pulp, Science Fiction, Thriller"
Kill Irish,Mayi Ngwala,"February 28, 2018",4.61,46,276,3,Fiction
Un señor muy viejo con unas alas enormes,Gabriel García Márquez,"January 1, 1955",3.83,6372,28,629,"Short Stories, Fiction, Magical Realism, Classics, Fantasy, School, Read For School"
Tarzan the Invincible,Edgar Rice Burroughs,"January 1, 1930",3.73,1359,192,51,"Adventure, Fantasy, Fiction, Classics, Pulp, Science Fiction, Action"
The Spread,Lamont R. Chatman,"May 30, 2018",3.86,7,Kindle,0,
La hojarasca,Gabriel García Márquez,"January 1, 1955",3.66,17001,176,1393,"Fiction, Classics, Magical Realism, Spanish Literature, Nobel Prize, Latin American Literature, Latin American"
The Congo and Other Poems,Vachel Lindsay,"January 1, 1914",3.74,91,96,10,"Poetry, Africa, Classics, Nonfiction"
Miss Buncle's Book,D.E. Stevenson,"January 1, 1934",4.12,14221,448,2484,"Fiction, Classics, Historical Fiction, Humor, Romance, British Literature, Book Club"
The Prospector,J.M.G. Le Clézio,"January 1, 1985",3.77,1394,338,188,"Fiction, Nobel Prize, France, Historical Fiction, Mauritius, Novels, Africa"
Eva Luna,Isabel Allende,"January 1, 1987",4.01,59921,307,2906,"Fiction, Magical Realism, Historical Fiction, Classics, Romance, Spanish Literature, Latin American"
Allan Quatermain,H. Rider Haggard,"January 1, 1887",3.89,5477,204,315,"Adventure, Classics, Fiction, Fantasy, Africa, Historical Fiction, Thriller"
Out of Time's Abyss,Edgar Rice Burroughs,"November 1, 1918",3.61,1803,136,136,"Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Audiobook"
Confessions of a quarter life crisis,T'Shara Tabron,"May 9, 2018",5.00,1,214,0,
Diatriba de amor contra un hombre sentado: Monólogo en un acto,Gabriel García Márquez,"January 1, 1987",3.83,1363,69,217,"Plays, Literature, Drama, Classics, Spanish Literature, Theatre, Short Stories"
The Heirs of the Kingdom,Zoé Oldenbourg,"January 1, 1970",4.11,88,563,16,"Historical Fiction, Fiction, Classics, Medieval, Historical, Fantasy"
The Princess and Curdie,George MacDonald,"January 1, 1883",4.08,10867,Audio,807,"Fantasy, Classics, Fiction, Childrens, Fairy Tales, Christian, Middle Grade"
The Last Question,Isaac Asimov,"November 1, 1956",4.53,30667,9,2528,"Science Fiction, Short Stories, Fiction, Classics, Philosophy, Audiobook, Literature"
Lost on Venus,Edgar Rice Burroughs,"January 1, 1935",3.78,1308,192,90,"Science Fiction, Fantasy, Fiction, Pulp, Adventure, Sword and Planet, Classics"
Zoey Searches for Zero,Jennifer Jayne Scobie,"January 22, 2018",5.00,1,24,0,
Innocent Erendira and Other Stories,Gabriel García Márquez,"January 1, 1972",3.89,22679,183,1575,"Short Stories, Fiction, Magical Realism, Classics, Spanish Literature, Literature, Latin American"
Herbert West—Reanimator,H.P. Lovecraft,"June 1, 1922",3.82,8173,35,791,"Horror, Short Stories, Fiction, Classics, Lovecraftian, Science Fiction, Audiobook"
In a Dark Wood Wandering: A Novel of the Middle Ages,Hella S. Haasse,"January 1, 1949",4.10,2723,592,303,"Historical Fiction, Fiction, Medieval, Historical, France, Classics, Dutch Literature"
Tarzan and the Leopard Men,Edgar Rice Burroughs,"January 1, 1935",3.67,1246,35,49,"Fantasy, Adventure, Fiction, Classics, Action, Pulp, Science Fiction"
Great Maria,Cecelia Holland,"January 1, 1974",4.08,615,519,78,"Historical Fiction, Fiction, Historical, Italy, Medieval, Romance, Historical Romance"
The Catbird Seat,James Thurber,"November 14, 1942",3.85,455,32,61,"Short Stories, Fiction, Humor, Classics, School, 20th Century, Adult Fiction"
A Modest Proposal,Jonathan Swift,"January 1, 1729",4.02,49616,48,2451,"Classics, Fiction, Satire, Essays, Humor, Short Stories, Philosophy"
Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,"January 1, 1955",3.93,24264,129,1090,"Plays, Classics, Fiction, Historical Fiction, Drama, School, Theatre"
Admiral Hornblower in the West Indies,C.S. Forester,"January 1, 1957",4.17,6348,336,239,"Historical Fiction, Fiction, Historical, Adventure, Classics, Nautical, War"
Tarzan and the Lion Man,Edgar Rice Burroughs,"January 1, 1934",3.68,1249,192,53,"Fantasy, Adventure, Fiction, Classics, Pulp, Action, Science Fiction"
Through a Glass Darkly,Karleen Koen,"July 12, 1986",3.98,11421,674,909,"Historical Fiction, Fiction, Historical, Romance, Historical Romance, British Literature, 18th Century"
Point Counter Point,Aldous Huxley,"January 1, 1928",3.86,12299,432,500,"Fiction, Classics, Literature, Philosophy, Novels, British Literature, 20th Century"
Snow,Orhan Pamuk,"January 1, 2002",3.62,49911,463,4578,"Fiction, Contemporary, Literature, Turkish, Historical Fiction, Turkish Literature, Novels"
Eye of the Needle,Ken Follett,"May 23, 1978",4.22,171135,368,4934,"Fiction, Historical Fiction, Thriller, Mystery, Espionage, War, Mystery Thriller"
Lord Hornblower,C.S. Forester,"January 1, 1946",4.12,7665,293,291,"Historical Fiction, Fiction, Historical, Adventure, Classics, Nautical, War"
Tarzan and the Golden Lion,Edgar Rice Burroughs,"January 1, 1923",3.77,1856,191,96,"Adventure, Fantasy, Fiction, Classics, Pulp, Action, Africa"
Bilbo the Clown Fights Evil,T. Thornton Gray,"October 5, 2016",4.00,12,112,3,
Los intereses creados,Jacinto Benavente,"December 9, 1907",3.47,875,120,112,"Nobel Prize, Plays, Spain, Fiction, Spanish Literature, Classics, Drama"
The City of Joy,Dominique Lapierre,"January 1, 1985",4.27,8442,552,691,"India, Fiction, Historical Fiction, Novels, Travel, Asia, France"
The Bronze Horseman,Paullina Simons,"July 17, 2000",4.29,96825,656,10136,"Historical Fiction, Romance, Historical, Historical Romance, Fiction, War, Russia"
Rip Van Winkle,Washington Irving,"January 1, 1819",3.60,19035,61,1149,"Classics, Short Stories, Fiction, Fantasy, School, American, Literature"
The Varieties of Religious Experience,William  James,"January 1, 1902",3.99,13188,608,694,"Philosophy, Religion, Psychology, Nonfiction, Spirituality, Classics, Theology"
Hornblower and the Hotspur,C.S. Forester,"January 1, 1962",4.32,12141,394,461,"Historical Fiction, Fiction, Adventure, Historical, Classics, War, Nautical"
"Tarzan, Lord of the Jungle",Edgar Rice Burroughs,"September 15, 1928",3.80,1905,191,78,"Adventure, Fantasy, Fiction, Classics, Pulp, Action, Science Fiction"
The Jade Rebellion,Alanna Mackenzie,"April 22, 2018",4.00,22,204,16,Science Fiction
María,Jorge Isaacs,"January 1, 1867",3.53,7786,373,680,"Classics, Romance, Fiction, Spanish Literature, Novels, Literature, Latin American"
Black Robe,Brian Moore,"January 1, 1985",3.78,1516,256,177,"Historical Fiction, Fiction, Canada, Religion, Irish Literature, Native American, Novels"
The Poems of Gerard Manley Hopkins,Gerard Manley Hopkins,"January 1, 1918",4.28,1859,428,80,"Poetry, Classics, Literature, Fiction, Religion, Spirituality, Victorian"
"Carry On, Jeeves",P.G. Wodehouse,"January 1, 1925",4.25,27628,273,1971,"Fiction, Humor, Classics, Short Stories, Comedy, Audiobook, British Literature"
The White Album,Joan Didion,"January 1, 1979",4.02,51197,224,6049,"Nonfiction, Essays, Memoir, Classics, History, Journalism, Biography"
Lieutenant Hornblower,C.S. Forester,"June 1, 1952",4.32,13698,320,601,"Historical Fiction, Fiction, Adventure, Historical, Classics, Nautical, War"
Misborn of the Snowy Reaches,L.E. Parr,"July 5, 2017",5.00,5,317,0,
Don Juan Tenorio,José Zorrilla,"January 1, 1844",3.63,10453,219,612,"Classics, Plays, Spanish Literature, Drama, Theatre, Fiction, School"
The Merry Adventures of Robin Hood,Howard Pyle,"January 1, 1883",4.07,67219,398,1691,"Classics, Fiction, Historical Fiction, Adventure, Fantasy, Childrens, Literature"
Accordion Crimes,Annie Proulx,"June 19, 1996",3.60,7857,384,732,"Fiction, Historical Fiction, Short Stories, Literary Fiction, Music, American, Book Club"
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion,"October 17, 2006",4.43,2157,1122,149,"Nonfiction, Essays, Memoir, Short Stories, Journalism, Classics, Biography"
How to Live with a Psychic: Your Guide for Maintaining a Happy Relationship when Someone You Love Gets Weird,Crystal Hope Reed,"January 27, 2017",4.38,8,230,1,
She Walks These Hills,Sharyn McCrumb,"January 1, 1994",4.11,4446,448,321,"Mystery, Fiction, Historical Fiction, Mystery Thriller, Southern, Suspense, Historical"
Democracy,Joan Didion,"January 1, 1984",3.85,4416,234,589,"Fiction, Politics, Historical Fiction, Literary Fiction, Novels, Literature, American"
Scaramouche,Rafael Sabatini,"January 1, 1921",4.10,9316,359,927,"Classics, Historical Fiction, Fiction, Adventure, Historical, France, Romance"
Miracle Fair: Selected Poems of Wisława Szymborska,Wisława Szymborska,"May 1, 2001",4.39,631,159,64,"Poetry, Poland, Polish Literature, Nobel Prize, Literature, Contemporary"
100 Selected Poems,E.E. Cummings,"January 1, 1923",4.28,29422,121,729,"Poetry, Classics, Fiction, Literature, 20th Century, American, The United States Of America"
The Boys from Brazil,Ira Levin,"January 1, 1976",4.05,41032,280,1422,"Fiction, Thriller, Horror, Science Fiction, Mystery, Historical Fiction, Classics"
Miami,Joan Didion,"January 1, 1987",3.66,3173,240,399,"Nonfiction, Essays, Politics, History, Journalism, 20th Century, American History"
Sirenhawk Book 2: Misborn of the Wilding River,L.E. Parr,"December 17, 2017",4.75,4,474,0,
The Old Capital,Yasunari Kawabata,"January 31, 1962",3.73,8002,160,946,"Japan, Fiction, Japanese Literature, Classics, Historical Fiction, Literature, Asia"
Downright Dencey,Caroline Dale Snedeker,"January 1, 1927",3.78,335,274,43,"Historical Fiction, Childrens, Fiction, Middle Grade, Classics, Juvenile, Young Adult"
Peyton Place,Grace Metalious,"January 1, 1956",3.81,13504,384,1336,"Fiction, Classics, Book Club, Romance, Historical Fiction, Banned Books, Novels"
Political Fictions,Joan Didion,"January 1, 2001",3.86,1694,338,215,"Nonfiction, Politics, Essays, History, Journalism, Female Authors, Historical"
Sor Juana's Love Poems,Juana Inés de la Cruz,"October 1, 1997",4.29,174,88,25,"Poetry, Classics, LGBT, Lesbian, Spanish Literature, Romance"
The Nutmeg Tree,Margery Sharp,"January 1, 1937",3.77,935,313,168,"Fiction, Romance, Humor, France, Classics, British Literature, Historical Fiction"
The Tower Treasure,Franklin W. Dixon,"January 1, 1927",3.91,20345,214,1373,"Mystery, Fiction, Young Adult, Childrens, Classics, Adventure, Middle Grade"
OKINAWA DIET: THE LONGEVITY SECRET,Marco Coni,"May 11, 2018",4.97,59,200,21,"Health, Japan, Nonfiction"
Confederates,Thomas Keneally,"January 1, 1979",4.09,1364,427,103,"Historical Fiction, Fiction, Civil War, American Civil War, Historical, Australia, War"
Rocket Boys,Homer Hickam,"January 1, 1998",4.21,24353,368,2435,"Nonfiction, Memoir, Biography, Science, History, Biography Memoir, Space"
The Cancer Quandary: A Thirty eight year survival journey,Jay Lynne,"April 30, 2018",5.00,1,130,0,
Eclipse of the Sun,Michael D. O'Brien,"December 1, 1997",4.44,882,857,75,"Fiction, Catholic, Christian Fiction, Christian, Religion, Spirituality, Adult Fiction"
A Game of Thrones,George R.R. Martin,"August 6, 1996",4.45,2759733,835,73116,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Adult, Audiobook, Science Fiction Fantasy"
Bartleby the Scrivener,Herman Melville,"December 1, 1853",3.93,76850,64,7186,"Classics, Fiction, Short Stories, Literature, American, 19th Century, School"
